id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1257091498534895617,https://twitter.com/JVER1/status/1257091498534895617,How exactly did the media know ...and I would assume that any person that wants a tat ....knows exactly what they are doing ...I’m sick and tired of this ... A lady on my FB page gave out the number to Harris Teeter Corp. DEMANDING FACE MASKS IN THE STORES... I’m calling #NoMask,JVER1,2020-05-03 23:35:43+00:00,LVNancy,,#NoMask,0,0,,neg,how exactly did the media know ...and i would assume that any person that wants a tat ....knows exactly what they are doing ...i’m sick and tired of this ... a lady on my fb page gave out the number to harris teeter corp. demanding face masks in the stores... i’m calling  
1257079130203488256,https://twitter.com/LibertyPunk/status/1257079130203488256,"The ""mask"" is the new TSA. Something to make people FEEL safe but in reality does nothing except remove our rights and cause mass disruption. #freedom #nomask",LibertyPunk,2020-05-03 22:46:34+00:00,,,#freedom #nomask,0,0,,neg,"the ""mask"" is the new tsa. something to make people feel safe but in reality does nothing except remove our rights and cause mass disruption. #freedom  "
1257069895235383296,https://twitter.com/IAMGenoGreen/status/1257069895235383296,So I go to Jewels and they said you can't enter without a mask. I said aight bet lol #deadpool #coronavirus #Jewels #nomask #noentry #nomasknoentry,IAMGenoGreen,2020-05-03 22:09:52+00:00,,,#deadpool #coronavirus #Jewels #nomask #noentry #nomasknoentry,0,2,,neg,so i go to jewels and they said you can't enter without a mask. i said aight bet lol #deadpool #coronavirus #jewels   #noentry  noentry
1257042096600432643,https://twitter.com/CrunchyDoughnu1/status/1257042096600432643,It's become such a JOKE! For our safety??! Nope! #nomask #NoMasks,CrunchyDoughnu1,2020-05-03 20:19:25+00:00,Renee53211,,#nomask #NoMasks,0,2,,neg,it's become such a joke! for our safety??! nope!    s
1257026525976768513,https://twitter.com/Iluba6/status/1257026525976768513,I despair. Doing my weekly shop about 50% of fellow shoppers were wearing masks. Almost 100% of them were wearing them under their noses and chins and fiddling with them. #NoMask is actually better if no education is given on correct usage.,Iluba6,2020-05-03 19:17:32+00:00,,,#NoMask,0,0,,neg,i despair. doing my weekly shop about 50% of fellow shoppers were wearing masks. almost 100% of them were wearing them under their noses and chins and fiddling with them.   is actually better if no education is given on correct usage.
1257026452836413440,https://twitter.com/damonheller/status/1257026452836413440,See ladies & gentlemen.. @chicagosmayor is busy telling ppl what to do about Covid all the while this is continuing to go on! Murder is killing more then your #SHAMDEMIC #nomask #nogloves #sodeadly #outandabout,damonheller,2020-05-03 19:17:15+00:00,BreitbartNews,@chicagosmayor,#SHAMDEMIC #nomask #nogloves #sodeadly #outandabout,8,27,,neg,see ladies & gentlemen.. @chicagosmayor is busy telling ppl what to do about covid all the while this is continuing to go on! murder is killing more then your #shamdemic   #nogloves #sodeadly #outandabout
1257020465664704514,https://twitter.com/real_Deepti/status/1257020465664704514,Video Mr.Salman Khan shared on IG. He did absolutely amazing work. May I ask a question why he didn’t wear mask and gloves. Even nobody wore mask and gloves. @PMOIndia @CMOMaharashtra @narendramodi Is celebrity sharing a message. #nomask #nogloves #norules #norulesforcelebrity,real_Deepti,2020-05-03 18:53:27+00:00,,@PMOIndia @CMOMaharashtra @narendramodi,#nomask #nogloves #norules #norulesforcelebrity,0,4,,neg,video mr.salman khan shared on ig. he did absolutely amazing work. may i ask a question why he didn’t wear mask and gloves. even nobody wore mask and gloves. @pmoindia @cmomaharashtra @narendramodi is celebrity sharing a message.   #nogloves #norules #norulesforcelebrity
1256999473298849792,https://twitter.com/Raddmom/status/1256999473298849792,Me neither. If certain stores demand it...I’ll just take my business to one who won’t... #NoMask #NoTracking #NoTracing,Raddmom,2020-05-03 17:30:03+00:00,jellen805,,#NoMask #NoTracking #NoTracing,0,2,,neg,me neither. if certain stores demand it...i’ll just take my business to one who won’t...   #notracking #notracing
1256966855484465152,https://twitter.com/DrRobAnderson/status/1256966855484465152,Enjoying a bit of Freedom at the Range with the “Boulder Doc”. Cutting cards at 40 feet. #freedom #nomask #nogloves #healthinside #adio #health #sanity @Centennial Gun Club https://www.instagram.com/p/B_uwNP4Dvfx/?igshid=njjy9ufgedst,DrRobAnderson,2020-05-03 15:20:26+00:00,,,#freedom #nomask #nogloves #healthinside #adio #health #sanity,0,1,,neg,enjoying a bit of freedom at the range with the “boulder doc”. cutting cards at 40 feet. #freedom   #nogloves #healthinside #adio #health #sanity @centennial gun club https://www.instagram.com/p/b_uwnp4dvfx/?igshid=njjy9ufgedst
1256928574487113728,https://twitter.com/worldhighballer/status/1256928574487113728,#nomask that’s where we are going if we accept their ownership ,worldhighballer,2020-05-03 12:48:19+00:00,Charbrevolution,,#nomask,0,1,,neg,  that’s where we are going if we accept their ownership 
1256838373739843585,https://twitter.com/_Tara_Leigh/status/1256838373739843585,If you were so concerned about mental health you would lift the stay at home order let kids get back to living life let people work let Ohioans free! You do NOT have any concern regarding Ohio's mental health. #freeohio #FreeAmericaNow #endthelockdown #nomask,_Tara_Leigh,2020-05-03 06:49:53+00:00,GovMikeDeWine,,#freeohio #FreeAmericaNow #endthelockdown #nomask,2,2,,neg,if you were so concerned about mental health you would lift the stay at home order let kids get back to living life let people work let ohioans free! you do not have any concern regarding ohio's mental health. #freeohio #freeamericanow #endthelockdown  
1256767710161252352,https://twitter.com/FlatEarthEffect/status/1256767710161252352,New video by Authentic Intent: THE #CORONAVIRUS MASK GAME - HAPPY BIRTHDAY SPECIAL #NOMASK ,FlatEarthEffect,2020-05-03 02:09:06+00:00,,,#CORONAVIRUS #NOMASK,0,0,,neg,new video by authentic intent: the #coronavirus mask game - happy birthday special   
1256764681370427392,https://twitter.com/ResPublica1776/status/1256764681370427392,Men leaving their homes without a mask and gloves to get in front of a camera to tell me to stay at home and wear a mask and gloves... I'm not buying what they're selling. #nomask #maskholes,ResPublica1776,2020-05-03 01:57:04+00:00,,,#nomask #maskholes,0,1,,neg,men leaving their homes without a mask and gloves to get in front of a camera to tell me to stay at home and wear a mask and gloves... i'm not buying what they're selling.   #maskholes
1256756912789557248,https://twitter.com/DeplorableJan/status/1256756912789557248,Sad isn’t it? #nomask,DeplorableJan,2020-05-03 01:26:12+00:00,Jagraham1988,,#nomask,0,6,,neg,sad isn’t it?  
1256749117562380288,https://twitter.com/1Shyla/status/1256749117562380288,Such a shame. Individual businesses should require them then. Just update the sign to: #NoShoes #NoShirt #NoMask #NoService #PostCoronavirusLife Stillwater Oklahoma ditches rule on face masks in businesses - CNN,1Shyla,2020-05-03 00:55:13+00:00,,,#NoShoes #NoShirt #NoMask #NoService #PostCoronavirusLife,1,1,,neg,such a shame. individual businesses should require them then. just update the sign to: #noshoes #noshirt   #noservice #postcoronaviruslife stillwater oklahoma ditches rule on face masks in businesses - cnn
1256739383069286403,https://twitter.com/TradeOutLoud/status/1256739383069286403,What a night #nomask ,TradeOutLoud,2020-05-03 00:16:32+00:00,,,#nomask,0,10,,neg,what a night   
1256735291433291776,https://twitter.com/smack_mama/status/1256735291433291776,The great things about this #nomask movement is that you can spot all the selfish pricks from even further than before. #maskholes,smack_mama,2020-05-03 00:00:17+00:00,,,#nomask #maskholes,0,0,,neg,the great things about this   movement is that you can spot all the selfish pricks from even further than before. #maskholes
1257015319136264194,https://twitter.com/TruthWa88868072/status/1257015319136264194,This plague is just the latest excuse to restrict people’s movements and control people’s minds. #CoronaControl #NoMask ,TruthWa88868072,2020-05-03 18:33:00+00:00,realDonaldTrump,,#CoronaControl #NoMask,0,1,,neg,this plague is just the latest excuse to restrict people’s movements and control people’s minds. #coronacontrol   
1257014282874732546,https://twitter.com/R22MAGNA/status/1257014282874732546,Again #nomask ... Out of about 200 people in large #LasVegas park (no mask)you still get a few passing you in the open air wearing a mask. They feel trending. They feel it's the new Land Rover. The 'in thing'. It's (they're) like #LA 1982. So behind....,R22MAGNA,2020-05-03 18:28:53+00:00,realDonaldTrump,,#nomask #LasVegas #LA,0,0,,neg,again   ... out of about 200 people in large #lasvegas park (no mask)you still get a few passing you in the open air wearing a mask. they feel trending. they feel it's the new land rover. the 'in thing'. it's (they're) like #la 1982. so behind....
1257012499813195776,https://twitter.com/R22MAGNA/status/1257012499813195776,Take away horribly run city/state of #NewYork &amp; all you have is a bad cold. Report NYTimes: 2017-2018 80k deaths fr regular flu &amp; that's with a vaccine. No lock down. Today we count infected &amp; we get frightened. Scrutinize that realize those infected didn't know it. #nomask,R22MAGNA,2020-05-03 18:21:48+00:00,DineshDSouza,,#NewYork #nomask,0,0,,neg,take away horribly run city/state of #newyork &amp; all you have is a bad cold. report nytimes: 2017-2018 80k deaths fr regular flu &amp; that's with a vaccine. no lock down. today we count infected &amp; we get frightened. scrutinize that realize those infected didn't know it.  
1257005466212798464,https://twitter.com/MrJHanna/status/1257005466212798464,@WMassNews ..I’m just trying to be an #EssentialWorker today and this guy is roaming the back yard at home..... in #Chicopee... #bear #SocialDistancing #solostroll #nomask #youtellhim,MrJHanna,2020-05-03 17:53:51+00:00,,@WMassNews,#EssentialWorker #Chicopee #bear #SocialDistancing #solostroll #nomask #youtellhim,0,1,,neg,@wmassnews ..i’m just trying to be an #essentialworker today and this guy is roaming the back yard at home..... in #chicopee... #bear #socialdistancing #solostroll   #youtellhim
1256993560231940101,https://twitter.com/GeorgieRayner1/status/1256993560231940101,@VP @SecondLady How disrespectful can you be to not wear a mask at the Mayo Clinic?Most of us know why you didn't but how can you lie so well for your husband? #nomask,GeorgieRayner1,2020-05-03 17:06:33+00:00,,@VP @SecondLady,#nomask,0,0,,neg,@vp @secondlady how disrespectful can you be to not wear a mask at the mayo clinic?most of us know why you didn't but how can you lie so well for your husband?  
1256987395112734721,https://twitter.com/havalaudon/status/1256987395112734721,Sorry most of us are in to the BS narrative. We will be just fine. #NoMask #NoVaccine,havalaudon,2020-05-03 16:42:03+00:00,bopinion,,#NoMask #NoVaccine,0,0,,neg,sorry most of us are in to the bs narrative. we will be just fine.   #novaccine
1256986256824770573,https://twitter.com/MolonLa37784438/status/1256986256824770573,@Costco when will you remove the masking requirement? Many memberships hang in the balance. #NoMask #Costco,MolonLa37784438,2020-05-03 16:37:31+00:00,,@Costco,#NoMask #Costco,0,1,,neg,@costco when will you remove the masking requirement? many memberships hang in the balance.   #costco
