id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1274851582442704897,https://twitter.com/cdemrys/status/1274851582442704897,Constantly find myself asking: Am I just paranoid about #COVID2019? Am I being too cautious and the rest of the world is living a normal life and pointing at the paranoid loser like she's wearing a tinfoil hat instead of a mask? My brain hurts. My heart hurts. #WearAMask,cdemrys,2020-06-21 23:47:57+00:00,,,#COVID2019 #WearAMask,7,127,,pos,constantly find myself asking: am i just paranoid about #covid2019? am i being too cautious and the rest of the world is living a normal life and pointing at the paranoid loser like she's wearing a tinfoil hat instead of a mask? my brain hurts. my heart hurts.  
1274841960516407296,https://twitter.com/myahalifestyle/status/1274841960516407296,I'm sick of the non-mask wearing science deniers being allowed to frequent essential businesses. #WearAMask,myahalifestyle,2020-06-21 23:09:43+00:00,,,#WearAMask,107,650,,pos,i'm sick of the non-mask wearing science deniers being allowed to frequent essential businesses.  
1274836993747431424,https://twitter.com/DrEricDing/status/1274836993747431424, New world record. The pandemic is heating up. Some called me a fear monger. It’s not fear mongering if the coronavirus crisis is truly getting worse &amp; can further accelerate. Prudent alarmism saves lives. Let’s not underestimate #COVID19 - it preys on complacency. #WearAMask ,DrEricDing,2020-06-21 22:49:59+00:00,AP,,#COVID19 #WearAMask,1488,2948,,pos, new world record. the pandemic is heating up. some called me a fear monger. it’s not fear mongering if the coronavirus crisis is truly getting worse &amp; can further accelerate. prudent alarmism saves lives. let’s not underestimate #covid19 - it preys on complacency.   
1274836042663813120,https://twitter.com/conradricamora/status/1274836042663813120,Happy to be back in NYC #wearamask – at Cafe Cluny,conradricamora,2020-06-21 22:46:12+00:00,,,#wearamask,26,790,,pos,happy to be back in nyc   – at cafe cluny
1274830661744857088,https://twitter.com/YNB/status/1274830661744857088,It REALLY shouldn’t take all of this. Now this idiot has an assault and possible trespassing charge when all he had to do was #WearAMask. ,YNB,2020-06-21 22:24:49+00:00,PerezHilton,,#WearAMask,17,145,,pos,it really shouldn’t take all of this. now this idiot has an assault and possible trespassing charge when all he had to do was  . 
1274795918743740416,https://twitter.com/mommamia1217/status/1274795918743740416,It really gets tricky to deny #Coronavirus is a threat when 6 of your staffers are diagnosed. I wonder w/whom&amp;how many they shared #COVID19 Our POTUS sworn to protect who is perpetrating the spread of disease only to feed his own starving&amp;greedy ego. Sad. #WearAMask #TulsaFlop,mommamia1217,2020-06-21 20:06:46+00:00,,,#Coronavirus #COVID19 #WearAMask #TulsaFlop,168,421,,pos,it really gets tricky to deny #coronavirus is a threat when 6 of your staffers are diagnosed. i wonder w/whom&amp;how many they shared #covid19 our potus sworn to protect who is perpetrating the spread of disease only to feed his own starving&amp;greedy ego. sad.   #tulsaflop
1274795479226695680,https://twitter.com/Kris_Sacrebleu/status/1274795479226695680,TENS OF THOUSANDS of American lives trump belongs at The Hague trump IS RESPONSIBLE FOR TENS OF THOUSANDS OF DEAD AMERICANS and counting #MAGA #WearAMask morons! ,Kris_Sacrebleu,2020-06-21 20:05:01+00:00,greenfield64,,#MAGA #WearAMask,24,60,,pos,tens of thousands of american lives trump belongs at the hague trump is responsible for tens of thousands of dead americans and counting #maga   morons! 
1274787441547685888,https://twitter.com/birdgirl1001/status/1274787441547685888,Vietnam war = 19 years 58000 Americans dead COVID 19 pandemic = 4 months 118000 Americans dead Y'all...this isn't the damn flu. #StayHomeSaveLives #StayHome #WearAMask,birdgirl1001,2020-06-21 19:33:05+00:00,,,#StayHomeSaveLives #StayHome #StayHome #WearAMask,33,58,,pos,vietnam war = 19 years 58000 americans dead covid 19 pandemic = 4 months 118000 americans dead y'all...this isn't the damn flu. #stayhomesavelives #stayhome  
1274767581879164929,https://twitter.com/jonlionfineart2/status/1274767581879164929, My new mask design is now available! Featuring my artwork... BELIEVE SCIENCE! Order Here: https://www.bonfire.com/believe-science-face-mask/ #BelieveScience #WearAMask #Butterfly Ships directly from @Bonfire!,jonlionfineart2,2020-06-21 18:14:10+00:00,,@Bonfire,#BelieveScience #WearAMask #Butterfly,32,90,,pos, my new mask design is now available! featuring my artwork... believe science! order here: https://www.bonfire.com/believe-science-face-mask/ #believescience   #butterfly ships directly from @bonfire!
1274763197367693312,https://twitter.com/darakass/status/1274763197367693312,It’s the second day of summer. Do not amplify concerns about the “fall second wave”. Own the fact that we are still knee deep in the first wave and it’s getting worse. #WearAMask #GetTested Protect yourself and your family.,darakass,2020-06-21 17:56:44+00:00,,,#WearAMask #GetTested,211,730,,pos,it’s the second day of summer. do not amplify concerns about the “fall second wave”. own the fact that we are still knee deep in the first wave and it’s getting worse.   #gettested protect yourself and your family.
1274737173598789632,https://twitter.com/1Hildegarde/status/1274737173598789632,Although not compulsory it’s in everyone’s best interest. Wear a mask if you can. #wearamask ,1Hildegarde,2020-06-21 16:13:20+00:00,,,#wearamask,17,161,,pos,although not compulsory it’s in everyone’s best interest. wear a mask if you can.   
1274722483707482115,https://twitter.com/FaceTheNation/status/1274722483707482115,WEARING A MASK: “Masking has become controversial it shouldn’t be” @ScottGottliebMD tells @margbrennan noting “it’s something we can do collectively to slow the spread” of #Covid19. #wearamask #maskup,FaceTheNation,2020-06-21 15:14:57+00:00,,@ScottGottliebMD @margbrennan,#Covid19 #wearamask #maskup,613,1547,,pos,wearing a mask: “masking has become controversial it shouldn’t be” @scottgottliebmd tells @margbrennan noting “it’s something we can do collectively to slow the spread” of #covid19.   #maskup
1274707416819605504,https://twitter.com/JohnLukeNYC/status/1274707416819605504,Good Morning & #HappyFatherDay To All The Dads Out There! Give Ur Dad A Call If You Can.75 Degrees Sunny Going Up 78 Later Sunday.Have A Safe &amp; Healthy Day &amp; Week Ahead! Stay Positive &amp; Keep Smiling-) #ThisTooShallPass #StayHealthy #StaySafe #WashYourHands #WearAMask #GodBless,JohnLukeNYC,2020-06-21 14:15:05+00:00,,,#HappyFatherDay #ThisTooShallPass #StayHealthy #StaySafe #WashYourHands #WashYourHands #WearAMask #GodBless,12,103,,pos,good morning & #happyfatherday to all the dads out there! give ur dad a call if you can.75 degrees sunny going up 78 later sunday.have a safe &amp; healthy day &amp; week ahead! stay positive &amp; keep smiling-) #thistooshallpass #stayhealthy #staysafe #washyourhands   #godbless
1274703666478559233,https://twitter.com/startelegram/status/1274703666478559233,"Here's a look at our Sunday front page: ""Hey Fort Worth. Put on a mask."" #WearAMask ",startelegram,2020-06-21 14:00:11+00:00,,,#WearAMask,502,1242,,pos,"here's a look at our sunday front page: ""hey fort worth. put on a mask.""   "
1274694100034269185,https://twitter.com/callie_mt/status/1274694100034269185,Good morning! Wearing a mask isn’t political. It decreases the spread of a virus that doesn’t care who you vote for. #WearAMask And arrest the cops that killed Breonna Taylor. #JusticeForBreonnaTaylor,callie_mt,2020-06-21 13:22:10+00:00,,,#WearAMask #JusticeForBreonnaTaylor,45,142,,pos,good morning! wearing a mask isn’t political. it decreases the spread of a virus that doesn’t care who you vote for.   and arrest the cops that killed breonna taylor. #justiceforbreonnataylor
1274659782826184705,https://twitter.com/BMcNoldy/status/1274659782826184705,#Florida continues to break its own records for new #COVID19 cases and my newly-implemented exponential fit has a doubling time of ~22 days. In the U.S. as a whole the 7-day average is the highest it's been since May 4. http://bmcnoldy.rsmas.miami.edu/covid19/ #pandemic #WearAMask #StayHome,BMcNoldy,2020-06-21 11:05:48+00:00,,,#Florida #COVID19 #pandemic #WearAMask #StayHome #StayHome,22,51,,pos,#florida continues to break its own records for new #covid19 cases and my newly-implemented exponential fit has a doubling time of ~22 days. in the u.s. as a whole the 7-day average is the highest it's been since may 4. http://bmcnoldy.rsmas.miami.edu/covid19/ #pandemic   #stayhome
1274659288636706816,https://twitter.com/keepnhspublic/status/1274659288636706816,Professor Peter Piot - - successful countries like Singapore and Denmark have a 1 meter rule but have mandatory face masks for public spaces where there are lots of people Anyone listening out there? #WearAMask #marr,keepnhspublic,2020-06-21 11:03:51+00:00,,,#WearAMask #marr,44,80,,pos,professor peter piot - - successful countries like singapore and denmark have a 1 meter rule but have mandatory face masks for public spaces where there are lots of people anyone listening out there?   #marr
1274658278556008451,https://twitter.com/keepnhspublic/status/1274658278556008451,Professor Peter Piot director School of Hygiene and Tropical Medicine - Forget the 1 meter v 2 meter debate. We’d all be much safer at any distance if we were all wearing face masks. Pls RT if you agree... #WearAMask #Marr,keepnhspublic,2020-06-21 10:59:50+00:00,,,#WearAMask #Marr,104,81,,pos,professor peter piot director school of hygiene and tropical medicine - forget the 1 meter v 2 meter debate. we’d all be much safer at any distance if we were all wearing face masks. pls rt if you agree...   #marr
1274568076416225281,https://twitter.com/GetWisdomDude/status/1274568076416225281,990000 Fewer #Coronapalooza Goers Showed Up To #tRumpRallyFail Didn't #WearAMask  Moved Freely In &amp; Out Of The CoronaDome &amp; Bunched Together SuperSpreading Germs. The Overflow Was Cancelled. Thanks #Zoomers &amp; #kpopstans,GetWisdomDude,2020-06-21 05:01:24+00:00,,,#Coronapalooza #tRumpRallyFail #WearAMask #Zoomers #kpopstans,268,347,,pos,990000 fewer #coronapalooza goers showed up to #trumprallyfail didn't    moved freely in &amp; out of the coronadome &amp; bunched together superspreading germs. the overflow was cancelled. thanks #zoomers &amp; #kpopstans
1274536549703712768,https://twitter.com/DrRobDavidson/status/1274536549703712768,It’s clear that @realDonaldTrump doesn’t have our backs in the midst of a #pandemic. He put 10k at risk at the #TrumpRallyTulsa and admitted that he want fewer tests for #COVID19 so he doesn’t look bad. Please #WearAMask and practice #SocialDistancing. Together we’ve got this.,DrRobDavidson,2020-06-21 02:56:07+00:00,,@realDonaldTrump,#pandemic #TrumpRallyTulsa #COVID19 #WearAMask #SocialDistancing,162,506,,pos,it’s clear that @realdonaldtrump doesn’t have our backs in the midst of a #pandemic. he put 10k at risk at the #trumprallytulsa and admitted that he want fewer tests for #covid19 so he doesn’t look bad. please   and practice #socialdistancing. together we’ve got this.
1274852174649012224,https://twitter.com/jonlionfineart2/status/1274852174649012224,So far there are 9 masks available featuring my artwork Check them out here: https://jonlionartist.com/masks/ Please share this so we can all #WearAMask! ,jonlionfineart2,2020-06-21 23:50:18+00:00,,,#WearAMask,23,45,,pos,so far there are 9 masks available featuring my artwork check them out here: https://jonlionartist.com/masks/ please share this so we can all  ! 
1274829401750986752,https://twitter.com/jonlionfineart2/status/1274829401750986752, Good news! Thanks to the amazing folks at @Bonfire I have several masks available NOW that all feature my artwork! Many to choose from and more on the way! Take a peek at the collection Order here: https://jonlionartist.com/masks/ They ship directly from @Bonfire #WearAMask ,jonlionfineart2,2020-06-21 22:19:49+00:00,,@Bonfire @Bonfire,#WearAMask,19,37,,pos, good news! thanks to the amazing folks at @bonfire i have several masks available now that all feature my artwork! many to choose from and more on the way! take a peek at the collection order here: https://jonlionartist.com/masks/ they ship directly from @bonfire   
1274822895332519936,https://twitter.com/AllieLarkin/status/1274822895332519936,So this all sounds pretty horrible. #wearamask ,AllieLarkin,2020-06-21 21:53:57+00:00,,,#wearamask,12,20,,pos,so this all sounds pretty horrible.   
1274819382552788993,https://twitter.com/A4Ny14/status/1274819382552788993,#TikTok * #TikTokTeens * #TrumpMeltdown TRUMP RALLY FAIL ROUND 2: Tue June 23 2020 -- 01:00 pm #PhoenixProtest * #PhoenixSitIn * #WearAMask PROTEST AT: Dream City Church auditorium 13613 N. Cave Creek Rd (north of Thunderbird Rd) Phoenix AZ 85021 https://dreamcitychurch.us/campuses/phoenix-az/,A4Ny14,2020-06-21 21:40:00+00:00,,,#TikTok #TikTokTeens #TrumpMeltdown #PhoenixProtest #PhoenixSitIn #WearAMask,27,28,,pos,#tiktok * #tiktokteens * #trumpmeltdown trump rally fail round 2: tue june 23 2020 -- 01:00 pm #phoenixprotest * #phoenixsitin *   protest at: dream city church auditorium 13613 n. cave creek rd (north of thunderbird rd) phoenix az 85021 https://dreamcitychurch.us/campuses/phoenix-az/
1274809927740071936,https://twitter.com/JudgeClayJ/status/1274809927740071936,...use good hand hygiene and when you don’t have access to soap and water always have hand sanitizer. It’s up to all of us to #FlattenTheCurve. The best way to do that is to #StayHomeSaveLives and #WearAMask and everyone have a very happy Father’s Day.,JudgeClayJ,2020-06-21 21:02:26+00:00,,,#FlattenTheCurve #StayHomeSaveLives #WearAMask,19,127,,pos,...use good hand hygiene and when you don’t have access to soap and water always have hand sanitizer. it’s up to all of us to #flattenthecurve. the best way to do that is to #stayhomesavelives and   and everyone have a very happy father’s day.
