id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1275916294018269185,https://twitter.com/barrycunningham/status/1275916294018269185,I live in Palm Beach County. I will wear a mask if I have to for commerce. In public...not a chance in hell. Not in my car not on the beach not on the golf course...nope...not going to happen! And I'm not paying any ticket. #nomask ,barrycunningham,2020-06-24 22:18:44+00:00,,,#nomask,0,1,,neg,i live in palm beach county. i will wear a mask if i have to for commerce. in public...not a chance in hell. not in my car not on the beach not on the golf course...nope...not going to happen! and i'm not paying any ticket.   
1275913793122467841,https://twitter.com/crosshairsonyou/status/1275913793122467841,OSHA requires 19.5% oxygen in a workplace to Be safe Normal breathing =20 to 21% oxygen Mask wearing reduces this to an UNSAFE 17.4% TIME TO UNMASK! #COVID19 #NoMask #Masks #Masks4All,crosshairsonyou,2020-06-24 22:08:48+00:00,,,#COVID19 #NoMask #Masks #Masks4All,2,3,,neg,osha requires 19.5% oxygen in a workplace to be safe normal breathing =20 to 21% oxygen mask wearing reduces this to an unsafe 17.4% time to unmask! #covid19   #masks #masks4all
1275899504059768837,https://twitter.com/prolecat84/status/1275899504059768837,I've developed a theory about these #NoMask people (aside from those few with legitimate medical conditions/disabilities). They're entitled privileged fcks who will gladly infect themselves and everyone around them before they let anyone even suggest *they* might have germs. ,prolecat84,2020-06-24 21:12:01+00:00,Jar_O_Cats,,#NoMask,1,5,,neg,i've developed a theory about these   people (aside from those few with legitimate medical conditions/disabilities). they're entitled privileged fcks who will gladly infect themselves and everyone around them before they let anyone even suggest *they* might have germs. 
1275886485346988032,https://twitter.com/Artfull01/status/1275886485346988032,#NoMask #NoMaskWashington #NoMaskConJob #NoInsleeSham Free men and women of Washington say no to wearing Mask of Fear. Esp while Democrat rioters have been face to face shoulder to shoulder for a month now...and no spikes. Say NO to @GovInslee political con.,Artfull01,2020-06-24 20:20:17+00:00,,@GovInslee,#NoMask #NoMaskWashington #NoMaskConJob #NoInsleeSham,0,1,,neg,   washington  conjob #noinsleesham free men and women of washington say no to wearing mask of fear. esp while democrat rioters have been face to face shoulder to shoulder for a month now...and no spikes. say no to @govinslee political con.
1275859517675171841,https://twitter.com/TrueOregon/status/1275859517675171841,Local and county police not going to enforce...they say this is over reach of power by the governor...we applaud them #NoMask #NoMasks,TrueOregon,2020-06-24 18:33:07+00:00,Halomich2,,#NoMask #NoMasks,0,12,,neg,local and county police not going to enforce...they say this is over reach of power by the governor...we applaud them    s
1275852243787546624,https://twitter.com/AshLightQ/status/1275852243787546624,We The People Think For Ourselves!! Masks are for slaves! We are FREE!! #NoMask #NoMaskNoProblem #Slaves #MasksAreForSlaves No #Masks4Canada,AshLightQ,2020-06-24 18:04:13+00:00,melflower586,,#NoMask #NoMaskNoProblem #Slaves #MasksAreForSlaves #Masks4Canada,2,2,,neg,we the people think for ourselves!! masks are for slaves! we are free!!    noproblem #slaves #masksareforslaves no #masks4canada
1275774761704894464,https://twitter.com/maga4gr8tusa/status/1275774761704894464,Let me understand this “mask mandate” in Az-the citizens must wear a mask but @dougducey @SenMcSallyAZ are exempt? #NoMask ,maga4gr8tusa,2020-06-24 12:56:20+00:00,,@dougducey @SenMcSallyAZ,#NoMask,10,5,,neg,let me understand this “mask mandate” in az-the citizens must wear a mask but @dougducey @senmcsallyaz are exempt?   
1275742063720648705,https://twitter.com/DefundYourself/status/1275742063720648705,#WearADamnMask NOPE YOU wear a mask if YOU want to or feel you need to. Stop being a bully and trying to make everyone conform to your communist ways. #NoMasks #NoMask https://www.nejm.org/doi/full/10.1056/NEJMp2006372 https://behindtheblack.com/behind-the-black/essays-and-commentaries/the-blind-continuing-panic-over-covid-19/,DefundYourself,2020-06-24 10:46:24+00:00,,,#WearADamnMask #NoMasks #NoMask,1,3,,neg,#wearadamnmask nope you wear a mask if you want to or feel you need to. stop being a bully and trying to make everyone conform to your communist ways.  s   https://www.nejm.org/doi/full/10.1056/nejmp2006372 https://behindtheblack.com/behind-the-black/essays-and-commentaries/the-blind-continuing-panic-over-covid-19/
1275663058384363521,https://twitter.com/prakasam_police/status/1275663058384363521,Defying Rules Costs Money & Even Life: District Administration conferred police to impose e-challan on lockdown violators. #eChallan #NoMask #LockdownViolation #prakasampolice,prakasam_police,2020-06-24 05:32:28+00:00,,,#eChallan #NoMask #LockdownViolation #prakasampolice,8,16,,neg,defying rules costs money & even life: district administration conferred police to impose e-challan on lockdown violators. #echallan   #lockdownviolation #prakasampolice
1275611171232509952,https://twitter.com/MomForTrump72/status/1275611171232509952,Not happening. If thugs can destroy seattle & it’s allowed I’m not doing a damn thing I don’t want to do. I think I have the constitution behind me. The thugs have no rights to this. Gun control all of sudden isn’t a thing when it’s at #CHOP @toddeherman #NoMask #TakeBackAmerica,MomForTrump72,2020-06-24 02:06:17+00:00,JayInslee,@toddeherman,#CHOP #NoMask #TakeBackAmerica,1,1,,neg,not happening. if thugs can destroy seattle & it’s allowed i’m not doing a damn thing i don’t want to do. i think i have the constitution behind me. the thugs have no rights to this. gun control all of sudden isn’t a thing when it’s at #chop @toddeherman   #takebackamerica
