id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1242231917023334401,https://twitter.com/crowlandpub/status/1242231917023334401,I'll be honest I don't do a lot of it. But with everyone locked away from the King in Yellow remote gaming is on everyone's agenda right now. So here's some quick ideas on how to stay in the game. #DND #TRpg #prpg #dming #remotegaming #nomask ,crowlandpub,2020-03-23 23:29:03+00:00,,,#DND #TRpg #prpg #dming #remotegaming #nomask,0,1,,neg,i'll be honest i don't do a lot of it. but with everyone locked away from the king in yellow remote gaming is on everyone's agenda right now. so here's some quick ideas on how to stay in the game. #dnd #trpg #prpg #dming #remotegaming   
1242173008258764808,https://twitter.com/Josemi_FAA/status/1242173008258764808,"Espero que el corona virus no afecte a la Justicia que su amenaza abierta donde dice que a ella la juzgara la historia y ellos tendrán que dar explicaciones no surja efecto. Si su hija tiene ""Lágrimas negras"" el pueblo por la corrupción de su familia ""suda sangre"". #NoMasK ",Josemi_FAA,2020-03-23 19:34:58+00:00,Marodifiore,,#NoMasK,0,3,,neg,"espero que el corona virus no afecte a la justicia que su amenaza abierta donde dice que a ella la juzgara la historia y ellos tendrán que dar explicaciones no surja efecto. si su hija tiene ""lágrimas negras"" el pueblo por la corrupción de su familia ""suda sangre"".   "
1242158781418459136,https://twitter.com/KapuriaMd/status/1242158781418459136,Proud though probably infected my co-fellows and attendings because of our #nomask in non patient areas policy,KapuriaMd,2020-03-23 18:38:26+00:00,OneTallMedic,,#nomask,0,0,,neg,proud though probably infected my co-fellows and attendings because of our   in non patient areas policy
1242048270492258305,https://twitter.com/ShazleeAiman/status/1242048270492258305,Another sketsa sempena #lockout #siladudukrumah #hiburandlmrumah #jangandegil #hiburan #entertainment #antibosan #fun #dudukrumahchallenge #juststayhome #babyface #nomask #maskon #maskoff,ShazleeAiman,2020-03-23 11:19:18+00:00,,,#lockout #siladudukrumah #hiburandlmrumah #jangandegil #hiburan #entertainment #antibosan #fun #dudukrumahchallenge #juststayhome #babyface #nomask #maskon #maskoff,2,1,,neg,another sketsa sempena #lockout #siladudukrumah #hiburandlmrumah #jangandegil #hiburan #entertainment #antibosan #fun #dudukrumahchallenge #juststayhome #babyface   #maskon #maskoff
1242033623571689472,https://twitter.com/dawn17tambaling/status/1242033623571689472,Went to DMfoodmart earlier #nomask no entry #PracticeSocialDistancing,dawn17tambaling,2020-03-23 10:21:06+00:00,,,#nomask #PracticeSocialDistancing,0,0,,neg,went to dmfoodmart earlier   no entry #practicesocialdistancing
1242026876060786689,https://twitter.com/BarrytheBrewer/status/1242026876060786689,Preparations under way for operation 'buy some eggs!' #NoFilter #NoMask #NoGravitas,BarrytheBrewer,2020-03-23 09:54:17+00:00,,,#NoFilter #NoMask #NoGravitas,0,2,,neg,preparations under way for operation 'buy some eggs!' #nofilter   #nogravitas
1241983125871194112,https://twitter.com/ninajea64985050/status/1241983125871194112,No Cherry blossoms celebration! Amid coronavirus pandemic no nature celebrations or picnicking on blankets. Yet too many gathered at the National Mall in Washington D.C. USA. #NoCherryBlossoms #Socialdistance #Coronavirus #Washington #Nomask ,ninajea64985050,2020-03-23 07:00:26+00:00,,,#NoCherryBlossoms #Socialdistance #Coronavirus #Washington #Nomask,0,1,,neg,no cherry blossoms celebration! amid coronavirus pandemic no nature celebrations or picnicking on blankets. yet too many gathered at the national mall in washington d.c. usa. #nocherryblossoms #socialdistance #coronavirus #washington   
1241965834970390529,https://twitter.com/vikramsalvekar/status/1241965834970390529,This is shocking @smritiirani @drharshvardhan @narendramodi ... shortage of PPE inspite having two months heads up is serious Mismanagement and risking lifes of healthworkers and indian citizens ... #noppe #nomask #coronaupdatesindia,vikramsalvekar,2020-03-23 05:51:44+00:00,Teensthack,@smritiirani @drharshvardhan @narendramodi,#noppe #nomask #coronaupdatesindia,1,3,,neg,this is shocking @smritiirani @drharshvardhan @narendramodi ... shortage of ppe inspite having two months heads up is serious mismanagement and risking lifes of healthworkers and indian citizens ... #noppe   #coronaupdatesindia
1241934436439973888,https://twitter.com/albarn_h/status/1241934436439973888,Huge queues outside Tesco supermarket in Dudley amid coronvirus chaos https://youtu.be/APAueV7dvCQ via @YouTube #hell #nomask ?,albarn_h,2020-03-23 03:46:58+00:00,,@YouTube,#hell #nomask,0,0,,neg,huge queues outside tesco supermarket in dudley amid coronvirus chaos https://youtu.be/apauev7dvcq via @youtube #hell   ?
1241881663489089537,https://twitter.com/2Flatearth/status/1241881663489089537,EXERCISE DEFENDER-EUROPE 20 #covid_19 #nomask #noprotection ?,2Flatearth,2020-03-23 00:17:16+00:00,,,#covid_19 #nomask #noprotection,1,1,,neg,exercise defender-europe 20 #covid_19   #noprotection ?
