id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1251290498821742592,https://twitter.com/byajperez/status/1251290498821742592,Early birthday present made by my mom. Dad: “Since it’s a Dodgers mask you won’t catch anything now.” #WearAMask #Masks4All,byajperez,2020-04-17 23:24:37+00:00,,,#WearAMask #Masks4All,2,58,,pos,early birthday present made by my mom. dad: “since it’s a dodgers mask you won’t catch anything now.”   #masks4all
1251287131646857216,https://twitter.com/R3Thorns/status/1251287131646857216,Just at the store in #MontereyCounty and 9 out of 10 people did not have a mask on. Right now our numbers are going up. We can’t get to Phase 1 until we have 14 days with decreasing numbers. Let’s get it together #TeamMonterey! #WeAreInThisTogether #WearAMask #GetToPhase1,R3Thorns,2020-04-17 23:11:14+00:00,,,#MontereyCounty #TeamMonterey #WeAreInThisTogether #WearAMask #GetToPhase1,5,5,,pos,just at the store in #montereycounty and 9 out of 10 people did not have a mask on. right now our numbers are going up. we can’t get to phase 1 until we have 14 days with decreasing numbers. let’s get it together #teammonterey! #weareinthistogether   #gettophase1
1251280149900918785,https://twitter.com/annmarievazja/status/1251280149900918785,Handing out a few masks and begging my people to wear same. Especially taxi men. My #EastPortland fam duh #StayAtHome #WashYourHands #Wearamask #WeWillGetThroughThisTogether #COVID19 ,annmarievazja,2020-04-17 22:43:30+00:00,,,#EastPortland #StayAtHome #StayAtHome #WashYourHands #WashYourHands #Wearamask #WeWillGetThroughThisTogether #COVID19,54,486,,pos,handing out a few masks and begging my people to wear same. especially taxi men. my #eastportland fam duh #stayathome #washyourhands   #wewillgetthroughthistogether #covid19 
1251258629094666240,https://twitter.com/ChinoHills_PD/status/1251258629094666240,#PatrolDeputies handling @Chino_Hills calls for service #StayHome #WearAMask #WeLoveOurCity #YourCityAtWork #DedicatedToYourSafety,ChinoHills_PD,2020-04-17 21:17:59+00:00,,@Chino_Hills,#PatrolDeputies #StayHome #StayHome #WearAMask #WeLoveOurCity #YourCityAtWork #DedicatedToYourSafety,2,20,,pos,#patroldeputies handling @chino_hills calls for service #stayhome   #weloveourcity #yourcityatwork #dedicatedtoyoursafety
1251228399491854336,https://twitter.com/SueNBCBoston/status/1251228399491854336,I’m heading to the market. Get bail $ready! Don’t be a #silentspreader #wearamask ,SueNBCBoston,2020-04-17 19:17:51+00:00,,,#silentspreader #wearamask,0,24,,pos,i’m heading to the market. get bail $ready! don’t be a #silentspreader   
1251175845810581504,https://twitter.com/FairyTWiki/status/1251175845810581504,During this #Covid19 crisis we're all facing there are some lessons we can all take from our favorite mystery-man in #FairyTail. #CoronaVirus #SocialDistancing #WearAMask #anime #manga #Mystogan,FairyTWiki,2020-04-17 15:49:02+00:00,,,#Covid19 #FairyTail #CoronaVirus #SocialDistancing #WearAMask #anime #manga #Mystogan,50,153,,pos,during this #covid19 crisis we're all facing there are some lessons we can all take from our favorite mystery-man in #fairytail. #coronavirus #socialdistancing   #anime #manga #mystogan
1251171962052726784,https://twitter.com/Kris_Sacrebleu/status/1251171962052726784,#WearAMask ....please ,Kris_Sacrebleu,2020-04-17 15:33:36+00:00,nowthisnews,,#WearAMask,20,41,,pos,  ....please 
1251159995871227904,https://twitter.com/Eddied80/status/1251159995871227904,"Mos Def was really ahead of his time. ""The New Danger"" #WearAMask #Quarantine",Eddied80,2020-04-17 14:46:03+00:00,,,#WearAMask #Quarantine,6,27,,pos,"mos def was really ahead of his time. ""the new danger""   #quarantine"
1251156462669139970,https://twitter.com/heshiegreshie/status/1251156462669139970,Thanks @washingtonpost for allowing me to lend my voice to understand how this has been unfolding. Very glad that things are improving from when these were recorded. Don’t stop fighting. @SBH_EM_Res https://wapo.st/3eubMxY #StaySafeStayHome #WashYourHands #WearAMask #needahaircut,heshiegreshie,2020-04-17 14:32:00+00:00,,@washingtonpost @SBH_EM_Res,#StaySafeStayHome #WashYourHands #WashYourHands #WearAMask #needahaircut,31,129,,pos,thanks @washingtonpost for allowing me to lend my voice to understand how this has been unfolding. very glad that things are improving from when these were recorded. don’t stop fighting. @sbh_em_res https://wapo.st/3eubmxy #staysafestayhome #washyourhands   #needahaircut
1251141983415996416,https://twitter.com/topropebelts/status/1251141983415996416,Do the right thing and wear a mask in public. I get mine from @OmegaMasks #wearamask ,topropebelts,2020-04-17 13:34:28+00:00,,@OmegaMasks,#wearamask,3,14,,pos,do the right thing and wear a mask in public. i get mine from @omegamasks   
1251140137569976320,https://twitter.com/CausticCorner/status/1251140137569976320,Deaths in Taiwan 23.7m and Hong Kong 7.4m (where people habitually wear masks) SIX and FOUR respectively! #WearAMask,CausticCorner,2020-04-17 13:27:08+00:00,krishgm,,#WearAMask,2,27,,pos,deaths in taiwan 23.7m and hong kong 7.4m (where people habitually wear masks) six and four respectively!  
1251131997822619648,https://twitter.com/skyco_g/status/1251131997822619648,#StaySafeStayHome #SafeDistancing #WearAMask if you go in public. #NewNormal,skyco_g,2020-04-17 12:54:47+00:00,detroithrbarbie,,#StaySafeStayHome #SafeDistancing #WearAMask #NewNormal,4,16,,pos,#staysafestayhome #safedistancing   if you go in public. #newnormal
1251109380130574337,https://twitter.com/GetWisdomDude/status/1251109380130574337,The Most Effective Way To Slow & Stop This Pandemic Has Been To #StayHome #WearAMask  #WashYourHands &amp; Ultimately Create A Vaccine. Ask The Doctors #NursesAreHeroes #FirstResponders &amp; Others Who RISK Their Lives To Keep #COVID19 From Infecting You. Ask 45 #WhereAreTheTests,GetWisdomDude,2020-04-17 11:24:55+00:00,,,#StayHome #StayHome #WearAMask #WashYourHands #WashYourHands #NursesAreHeroes #FirstResponders #COVID19 #WhereAreTheTests,31,51,,pos,the most effective way to slow & stop this pandemic has been to #stayhome    #washyourhands &amp; ultimately create a vaccine. ask the doctors #nursesareheroes #firstresponders &amp; others who risk their lives to keep #covid19 from infecting you. ask 45 #wherearethetests
1251095246127202307,https://twitter.com/GetWisdomDude/status/1251095246127202307,When This Is All Over I Want This To Be The New Normal At Home It's Just Too Adorable Think Good Thoughts. #StaySafe #StayAtHome #WearAMask #WashYourHands,GetWisdomDude,2020-04-17 10:28:45+00:00,,,#StaySafe #StayAtHome #StayAtHome #WearAMask #WashYourHands #WashYourHands,31,72,,pos,when this is all over i want this to be the new normal at home it's just too adorable think good thoughts. #staysafe #stayathome   #washyourhands
1251048819933970432,https://twitter.com/OperaSocialist/status/1251048819933970432,#WearAMask it might not protect you but it almost certainly will help protect others. Don't be an accomplice in someone else's death. #WearAMask ,OperaSocialist,2020-04-17 07:24:16+00:00,CraigLBeaton,,#WearAMask #WearAMask,43,71,,pos,  it might not protect you but it almost certainly will help protect others. don't be an accomplice in someone else's death.   
