id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1239325209548619776,https://twitter.com/lauriebenenson1/status/1239325209548619776,My point is they keep droplets *in*. Don’t unknowably spread the virus #wearamask,lauriebenenson1,2020-03-15 22:58:50+00:00,LeftYvonne,,#wearamask,0,2,,pos,my point is they keep droplets *in*. don’t unknowably spread the virus  
1239313328222027777,https://twitter.com/lauriebenenson1/status/1239313328222027777,Let’s all wear masks when we have to leave the house to avoid unknowingly spreading the virus #wearamask,lauriebenenson1,2020-03-15 22:11:37+00:00,danielsgoldman,,#wearamask,0,0,,pos,let’s all wear masks when we have to leave the house to avoid unknowingly spreading the virus  
1239312160494219269,https://twitter.com/lauriebenenson1/status/1239312160494219269,Why aren’t they at least giving out masks at the airports? #wearamask,lauriebenenson1,2020-03-15 22:06:59+00:00,RAKlotsky,,#wearamask,0,0,,pos,why aren’t they at least giving out masks at the airports?  
1239268572221845504,https://twitter.com/elizmabrink/status/1239268572221845504,#LetsPrayForCures #StayPositive #SpreekLewe #BeSafe In die chaos dink ek almal moet saamstaan.. en hoop vir n uitkoms vir hierdie pandemie! #2020 #WearAMask #WashYourHands,elizmabrink,2020-03-15 19:13:46+00:00,ronelbrink,,#LetsPrayForCures #StayPositive #SpreekLewe #BeSafe #WearAMask #WashYourHands #WashYourHands,0,1,,pos,#letsprayforcures #staypositive #spreeklewe #besafe in die chaos dink ek almal moet saamstaan.. en hoop vir n uitkoms vir hierdie pandemie! #2020   #washyourhands
1239250503332225027,https://twitter.com/McGarson/status/1239250503332225027,#ExponentialGrowth #LooksLikeAHockeyStick #BeLikeSingapore #TestTestTest #StayTheFuckHome #WearAMask https://twitter.com/profwolff/status/1239229369945485312 pic.twitter.com/XWRFgai5LP,McGarson,2020-03-15 18:01:58+00:00,,,#ExponentialGrowth #LooksLikeAHockeyStick #BeLikeSingapore #TestTestTest #StayTheFuckHome #WearAMask,0,0,,pos,#exponentialgrowth #lookslikeahockeystick #belikesingapore #testtesttest #staythefuckhome   https://twitter.com/profwolff/status/1239229369945485312 pic.twitter.com/xwrfgai5lp
1239244298199105541,https://twitter.com/ImmiMeyer/status/1239244298199105541,Aus gegebenem Anlass die Trauer-Editon. Besondere Umstände - besondere Maßnamen.. .. Hat jemand eine Idee für textiles Material das für solche einfachen Masken gut geeignet wäre? #facemask #wearamask #protection #flatenthecurve #diy https://www.instagram.com/p/B9woE2oK7JY/?igshid=1tbaqa0bcxof8,ImmiMeyer,2020-03-15 17:37:19+00:00,,,#facemask #wearamask #protection #flatenthecurve #diy,1,0,,pos,aus gegebenem anlass die trauer-editon. besondere umstände - besondere maßnamen.. .. hat jemand eine idee für textiles material das für solche einfachen masken gut geeignet wäre? #facemask   #protection #flatenthecurve #diy https://www.instagram.com/p/b9woe2ok7jy/?igshid=1tbaqa0bcxof8
1239241209798897666,https://twitter.com/FrodoTheSheltie/status/1239241209798897666,Plank In The Eye (moral of the story: #WashYourHands for 20 seconds. and if you're gonna stick your nose in pooh #WearAMask.) #SpreadLaughterNotFear #CoronavirusPandemic #sheltie #dogs,FrodoTheSheltie,2020-03-15 17:25:03+00:00,,,#WashYourHands #WashYourHands #WearAMask #SpreadLaughterNotFear #CoronavirusPandemic #sheltie #dogs,0,1,,pos,plank in the eye (moral of the story: #washyourhands for 20 seconds. and if you're gonna stick your nose in pooh  .) #spreadlaughternotfear #coronaviruspandemic #sheltie #dogs
1239212826226384896,https://twitter.com/jharveylewis/status/1239212826226384896,It was a rhetorical question btw. Almost no places have this many hospital beds... so if you go out in public please #wearAmask,jharveylewis,2020-03-15 15:32:15+00:00,,,#wearAmask,1,4,,pos,it was a rhetorical question btw. almost no places have this many hospital beds... so if you go out in public please  
1239141657523687426,https://twitter.com/annacaprarelli/status/1239141657523687426,chinese poster 1960. #quarantine #closedcity #Wearamask #sanitation #virus,annacaprarelli,2020-03-15 10:49:27+00:00,,,#quarantine #closedcity #Wearamask #sanitation #virus,0,0,,pos,chinese poster 1960. #quarantine #closedcity   #sanitation #virus
1239133316592406528,https://twitter.com/postingproduct/status/1239133316592406528, My new client combating the Corona virus . #corona #disinfectant #disinfect #universalprecautions #staysafe #wearamask #dentalofficemarketing #postingproductions #realtormarketing #socialmedia #dentist… https://www.instagram.com/p/B9wCcWjHqeZ/?igshid=yndtvup1nm5v,postingproduct,2020-03-15 10:16:19+00:00,,,#corona #disinfectant #disinfect #universalprecautions #staysafe #wearamask #dentalofficemarketing #postingproductions #realtormarketing #socialmedia #dentist,0,0,,pos, my new client combating the corona virus . #corona #disinfectant #disinfect #universalprecautions #staysafe   #dentalofficemarketing #postingproductions #realtormarketing #socialmedia #dentist… https://www.instagram.com/p/b9wccwjhqez/?igshid=yndtvup1nm5v
