id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1279924442366427137,https://twitter.com/LexSoutherland/status/1279924442366427137,The government can force a medically unnecessary transvaginal ultrasound days before an abortion but the government can’t make you wear masks that can help prevent the further spread of the viral pandemic. Sounds right. #WearAMask,LexSoutherland,2020-07-05 23:45:41+00:00,,,#WearAMask,19,23,,pos,the government can force a medically unnecessary transvaginal ultrasound days before an abortion but the government can’t make you wear masks that can help prevent the further spread of the viral pandemic. sounds right.  
1279917999844196353,https://twitter.com/karensgonewild_/status/1279917999844196353,Anti-Mask #Karen refuses to wear a mask in a HOSPITAL of all places and is asked to leave ...then proceeds to record as if the HOSPITAL is in the wrong #WearAMask #KarensGoneWild #KarenStrikesAgain #COVIDIOTS #sundayvibes #Karens,karensgonewild_,2020-07-05 23:20:05+00:00,,,#Karen #WearAMask #KarensGoneWild #KarenStrikesAgain #COVIDIOTS #sundayvibes #Karens,239,1173,,pos,anti-mask #karen refuses to wear a mask in a hospital of all places and is asked to leave ...then proceeds to record as if the hospital is in the wrong   #karensgonewild #karenstrikesagain #covidiots #sundayvibes #karens
1279916264966680580,https://twitter.com/JuliePi31415926/status/1279916264966680580,Just got some sad news. Now three family members lost to COVID-19. This one was a young man who leaves behind a wife two daughters and parents who depended on him. More than a dozen more family members are COVID positive spread around the western U.S. &amp; Mexico. #WearAMask,JuliePi31415926,2020-07-05 23:13:11+00:00,,,#WearAMask,11,64,,pos,just got some sad news. now three family members lost to covid-19. this one was a young man who leaves behind a wife two daughters and parents who depended on him. more than a dozen more family members are covid positive spread around the western u.s. &amp; mexico.  
1279916057231339520,https://twitter.com/TucciKaren/status/1279916057231339520,My new front porch mat! @springsteen #WearAMask #ProudToBeAnAmerican,TucciKaren,2020-07-05 23:12:22+00:00,,@springsteen,#WearAMask #ProudToBeAnAmerican,61,607,,pos,my new front porch mat! @springsteen   #proudtobeanamerican
1279914949406535683,https://twitter.com/tracilaw/status/1279914949406535683,An important reminder about the importance of wearing a mask. #WearAMaskSaveALife #WearAMask ,tracilaw,2020-07-05 23:07:58+00:00,,,#WearAMaskSaveALife #WearAMask,13,24,,pos,an important reminder about the importance of wearing a mask.  savealife   
1279913613424095232,https://twitter.com/SallyDeal4/status/1279913613424095232,Just like smoking in public can be banned because it affects the health of OTHERS. Drunk driving. Drivers with poor vision driving with glasses. ... and lots of other things. #WearAMask #TrumpHasNoCredibility,SallyDeal4,2020-07-05 23:02:39+00:00,tedlieu,,#WearAMask #TrumpHasNoCredibility,37,107,,pos,just like smoking in public can be banned because it affects the health of others. drunk driving. drivers with poor vision driving with glasses. ... and lots of other things.   #trumphasnocredibility
1279911682748416000,https://twitter.com/tizzywoman/status/1279911682748416000,It’s not a political statement it’s just a statement of caring and health’ ~ @MayorDanGelber Are you listening @GovRonDeSantis? How about you Florida? #WearAMask #BeAGoodHuman #DemCastFL,tizzywoman,2020-07-05 22:54:59+00:00,,@MayorDanGelber @GovRonDeSantis,#WearAMask #BeAGoodHuman #DemCastFL,63,72,,pos,it’s not a political statement it’s just a statement of caring and health’ ~ @mayordangelber are you listening @govrondesantis? how about you florida?   #beagoodhuman #demcastfl
1279908151383523331,https://twitter.com/TSpencerNairn/status/1279908151383523331,So happy that you filmed the staff at the hospital Doing a FANTASTIC JOB!!!! #wearamask #dontbeaLetitia Also big huge thank you to all the amazing front line workers who have all put their lives on the line and worked tirelessly through this all. #heroes,TSpencerNairn,2020-07-05 22:40:57+00:00,LetitiaMontana,,#wearamask #dontbeaLetitia #heroes,84,888,,pos,so happy that you filmed the staff at the hospital doing a fantastic job!!!!   #dontbealetitia also big huge thank you to all the amazing front line workers who have all put their lives on the line and worked tirelessly through this all. #heroes
1279903471928573964,https://twitter.com/uncwbb/status/1279903471928573964,Be part of the solution. #WearAMask so our students can go to school and our student-athletes can play this fall. #TogetherWeWin #FaceMasks4FallSports,uncwbb,2020-07-05 22:22:21+00:00,,,#WearAMask #TogetherWeWin #FaceMasks4FallSports,47,341,,pos,be part of the solution.   so our students can go to school and our student-athletes can play this fall. #togetherwewin #facemasks4fallsports
1279902037879078912,https://twitter.com/BigBlueWaveUSA/status/1279902037879078912,Meet #MelissaReinLively of Scottsdale AZ. She is against wearing masks &amp; decided Target shouldn’t sell them. This is #TrumpsAmerica. #Karen #WearAMask #COVIDIDIOTS,BigBlueWaveUSA,2020-07-05 22:16:39+00:00,,,#MelissaReinLively #TrumpsAmerica #Karen #WearAMask #COVIDIDIOTS,151,173,,pos,meet #melissareinlively of scottsdale az. she is against wearing masks &amp; decided target shouldn’t sell them. this is #trumpsamerica. #karen   #covididiots
