id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1255628179185627136,https://twitter.com/davisneves/status/1255628179185627136,#news ugh was on where I’m at &amp; it’s not even thaaaat bad on #corona... y’all are out here with these #masks &amp; #gloves driving down the freeway choosing to make this scary &amp; almost passing out in your own toxic fumes #nofear #freshair #livefree #nomask #carbondioxidetoxicity,davisneves,2020-04-29 22:41:01+00:00,,,#news #corona #masks #gloves #nofear #freshair #livefree #nomask #carbondioxidetoxicity,0,1,,neg,#news ugh was on where i’m at &amp; it’s not even thaaaat bad on #corona... y’all are out here with these #masks &amp; #gloves driving down the freeway choosing to make this scary &amp; almost passing out in your own toxic fumes #nofear #freshair #livefree   #carbondioxidetoxicity
1255602991933030400,https://twitter.com/TenRay/status/1255602991933030400,Look at what my Ring Video Doorbell captured: https://ring.com/share/6821127975598421799 via @ring @Lowes Arrogant condescending prick talking to mom disrespectfully after he broke a main water pipe in my yard. #nomask #covid19,TenRay,2020-04-29 21:00:55+00:00,,@ring @Lowes,#nomask #covid19,0,0,,neg,look at what my ring video doorbell captured: https://ring.com/share/6821127975598421799 via @ring @lowes arrogant condescending prick talking to mom disrespectfully after he broke a main water pipe in my yard.   #covid19
1255579844479516674,https://twitter.com/LifeIsGoodBH/status/1255579844479516674,Mark Costco off my shopping list #Freedom #NoMask (unless I am sick  but I’d stay home so ) ,LifeIsGoodBH,2020-04-29 19:28:57+00:00,,,#Freedom #NoMask,2,6,,neg,mark costco off my shopping list #freedom   (unless i am sick  but i’d stay home so ) 
1255568837841424385,https://twitter.com/PIWillia/status/1255568837841424385,A young girl was delivering pizza to our condos. #NoMask I make masks &amp; had 4 sitting here to hand out. I offered her 1. She was thrilled. Just maybe some not wearing masks don’t have access or don’t know how to improvise. If you can make them then OFFER them! #COVID ,PIWillia,2020-04-29 18:45:12+00:00,,,#NoMask #COVID,0,2,,neg,a young girl was delivering pizza to our condos.   i make masks &amp; had 4 sitting here to hand out. i offered her 1. she was thrilled. just maybe some not wearing masks don’t have access or don’t know how to improvise. if you can make them then offer them! #covid 
1255540158193156097,https://twitter.com/TheBayouPatriot/status/1255540158193156097,Won’t be visiting Costco. Will take my $500 grocery bill somewhere else. Are they going to discriminate against those with breathing problems and ask they wear a mask? #Costco #nomask,TheBayouPatriot,2020-04-29 16:51:15+00:00,,,#Costco #nomask,39,172,,neg,won’t be visiting costco. will take my $500 grocery bill somewhere else. are they going to discriminate against those with breathing problems and ask they wear a mask? #costco  
1255534287417376768,https://twitter.com/GoodFight2020/status/1255534287417376768,#Costco lady informed this me morning me that masks will be required starting Monday May 4. I told her I wouldn’t be back and stocked up. I’ll return when they stop this utter nonsense. #RefuseToBeMuzzled #NoNewNormal #NoMask #WuhanCoronaVirus,GoodFight2020,2020-04-29 16:27:55+00:00,realTylerZed,,#Costco #RefuseToBeMuzzled #NoNewNormal #NoMask #WuhanCoronaVirus,0,6,,neg,#costco lady informed this me morning me that masks will be required starting monday may 4. i told her i wouldn’t be back and stocked up. i’ll return when they stop this utter nonsense. #refusetobemuzzled #nonewnormal   #wuhancoronavirus
1255515554821165059,https://twitter.com/GeorgieRayner1/status/1255515554821165059,do you even live in the same town as your @realDonaldTrump ? He is NOT following CDC guidelines or have you not noticed? #COVID #nomask ,GeorgieRayner1,2020-04-29 15:13:29+00:00,FLOTUS,@realDonaldTrump,#COVID #nomask,0,0,,neg,do you even live in the same town as your @realdonaldtrump ? he is not following cdc guidelines or have you not noticed? #covid   
1255512749083328517,https://twitter.com/BigRay541/status/1255512749083328517,Yeah but he's walking through #Covid_19 facilities with #NoMask so it might only be a few weeks until he's gotta pass it down to Nancy #NoMaskPence,BigRay541,2020-04-29 15:02:20+00:00,T2dcoaching,,#Covid_19 #NoMask #NoMaskPence,0,4,,neg,yeah but he's walking through #covid_19 facilities with   so it might only be a few weeks until he's gotta pass it down to nancy  pence
1255494028503781383,https://twitter.com/MinteeKneez/status/1255494028503781383,Costco Costco.... You dumb fucking cunts!!!!!!!!!!!!!! #DoNotComply #NoMask pic.twitter.com/EwLldnz1RV,MinteeKneez,2020-04-29 13:47:57+00:00,,,#DoNotComply #NoMask,11,44,,neg,costco costco.... you dumb fucking cunts!!!!!!!!!!!!!! #donotcomply   pic.twitter.com/ewlldnz1rv
1255490900781826050,https://twitter.com/janeyg2009/status/1255490900781826050,This proves you’re not a reliable person since you think Bernie is president worthy. The cabin pressure has gotten to your brain. #nomask don’t like it get another job.,janeyg2009,2020-04-29 13:35:31+00:00,FlyingWithSara,,#nomask,0,0,,neg,this proves you’re not a reliable person since you think bernie is president worthy. the cabin pressure has gotten to your brain.   don’t like it get another job.
