id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1271951781279543297,https://twitter.com/MayorSchieve/status/1271951781279543297,This is incredibly concerning Reno. Still seeing many people not wearing masks. Please have a heart and do your part #WearAMask ,MayorSchieve,2020-06-13 23:45:11+00:00,rgj,,#WearAMask,36,166,,pos,this is incredibly concerning reno. still seeing many people not wearing masks. please have a heart and do your part   
1271926388597985280,https://twitter.com/GreyDeLisle/status/1271926388597985280,This is my 3 Year-Old. She didn’t want to wear a mask on our walk but I told her that it might keep other people from getting sick so she immediately put it on. Please be more mature than a 3 Year-Old. #WearAMask ,GreyDeLisle,2020-06-13 22:04:16+00:00,,,#WearAMask,2377,13209,,pos,this is my 3 year-old. she didn’t want to wear a mask on our walk but i told her that it might keep other people from getting sick so she immediately put it on. please be more mature than a 3 year-old.   
1271925436520505345,https://twitter.com/peterndoro/status/1271925436520505345,There is #Hope More and more people are recovering. More than 4 million now worldwide. 36850 recoveries in South Africa. #Day79ofLockdown #StayHomeSaveLives #CoronavirusSouthAfrica #StayHomeSA #StayHome #COVID19SouthAfrica #Covid_19SA #COVIDー19 #WearAMask ,peterndoro,2020-06-13 22:00:29+00:00,,,#Hope #Day79ofLockdown #StayHomeSaveLives #CoronavirusSouthAfrica #StayHomeSA #StayHome #StayHome #COVID19SouthAfrica #Covid_19SA #COVID #WearAMask,13,115,,pos,there is #hope more and more people are recovering. more than 4 million now worldwide. 36850 recoveries in south africa. #day79oflockdown #stayhomesavelives #coronavirussouthafrica #stayhomesa #stayhome #covid19southafrica #covid_19sa #covidー19   
1271897454464708609,https://twitter.com/sarahbloomquist/status/1271897454464708609,Come on people please #WearAMask,sarahbloomquist,2020-06-13 20:09:18+00:00,,,#WearAMask,27,191,,pos,come on people please  
1271889120839729152,https://twitter.com/LRPow79/status/1271889120839729152,Says here masks significantly reduce the risk of infection. America kno anything about that? We should all do that yeah?? #WearAMask #coronavirus https://twitter.com/thomaskaine5/status/1271591965394645000,LRPow79,2020-06-13 19:36:11+00:00,,,#WearAMask #coronavirus,107,161,,pos,says here masks significantly reduce the risk of infection. america kno anything about that? we should all do that yeah??   #coronavirus https://twitter.com/thomaskaine5/status/1271591965394645000
1271885213379915777,https://twitter.com/NWGSDPDX/status/1271885213379915777,COVID-19 cases in Oregon have been going up. Let's make sure as many people as possible #WearAMask. #inouramerica,NWGSDPDX,2020-06-13 19:20:40+00:00,,,#WearAMask #inouramerica,21,24,,pos,covid-19 cases in oregon have been going up. let's make sure as many people as possible  . #inouramerica
1271871903351762944,https://twitter.com/Kris_Sacrebleu/status/1271871903351762944,WAKE UP #MAGA MORONS #WearAMask ,Kris_Sacrebleu,2020-06-13 18:27:46+00:00,brianbeutler,,#MAGA #WearAMask,28,66,,pos,wake up #maga morons   
1271863292944887809,https://twitter.com/NYGovCuomo/status/1271863292944887809,It’s up to us. #WearAMask ,NYGovCuomo,2020-06-13 17:53:33+00:00,,,#WearAMask,7452,28979,,pos,it’s up to us.   
1271861836862746625,https://twitter.com/jeffsagoodman/status/1271861836862746625,My mask protects you. Your mask protects me. When you don’t wear a mask in public you are saying you don’t care about me my family & friends my community. That makes you an asshole. #WearAMask pic.twitter.com/dhWhBAFX42,jeffsagoodman,2020-06-13 17:47:46+00:00,,,#WearAMask,27,74,,pos,my mask protects you. your mask protects me. when you don’t wear a mask in public you are saying you don’t care about me my family & friends my community. that makes you an asshole.   pic.twitter.com/dhwhbafx42
1271836661786144772,https://twitter.com/RobbieSherwood/status/1271836661786144772,I’ve said it before and I’ll say it again: I don’t think #COVID19 cares how hot it is. It’s hot as a pizza oven in Arizona right now and we have one of the nation’s worst spikes — 1540 new cases 39 new deaths 1183 lost lives overall. #WearAMask ,RobbieSherwood,2020-06-13 16:07:44+00:00,,,#COVID19 #WearAMask,46,95,,pos,i’ve said it before and i’ll say it again: i don’t think #covid19 cares how hot it is. it’s hot as a pizza oven in arizona right now and we have one of the nation’s worst spikes — 1540 new cases 39 new deaths 1183 lost lives overall.   
