id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1253435014491959298,https://twitter.com/steel1man/status/1253435014491959298,Question? Quickest way to shut down Congress? Pelosi in this pic.... #nomask #DCaintSF,steel1man,2020-04-23 21:26:09+00:00,LucyTrumplican,,#nomask #DCaintSF,0,1,,neg,question? quickest way to shut down congress? pelosi in this pic....   #dcaintsf
1253433991463485445,https://twitter.com/forcedanarchy/status/1253433991463485445,If the death rate is this low it is time for WE THE PEOPLE to confront wannabe dictator Cuomo... It is time to ask the hard questions and peacefully remove this man from power #ReopenAmerica #ReOpenNYS #nomask ,forcedanarchy,2020-04-23 21:22:05+00:00,,,#ReopenAmerica #ReOpenNYS #nomask,0,4,,neg,if the death rate is this low it is time for we the people to confront wannabe dictator cuomo... it is time to ask the hard questions and peacefully remove this man from power #reopenamerica #reopennys   
1253432548610326532,https://twitter.com/BuffBillsScorpG/status/1253432548610326532,@cdta another trip and another selfish person #nomask #WTF 10 bus,BuffBillsScorpG,2020-04-23 21:16:21+00:00,,@CDTA,#nomask #WTF,0,0,,neg,@cdta another trip and another selfish person   #wtf 10 bus
1253421230398377986,https://twitter.com/DeliBoyTad/status/1253421230398377986,#Seinfeld #theclosetalker great insight into invasion of personal space especially in these times of isolation #nomask ,DeliBoyTad,2020-04-23 20:31:23+00:00,,,#Seinfeld #theclosetalker #nomask,0,1,,neg,#seinfeld #theclosetalker great insight into invasion of personal space especially in these times of isolation   
1253407566270550016,https://twitter.com/asweenzz/status/1253407566270550016,"Seeing Pro-Lifers holding ""My Body My Choice #NoMask"" signs ",asweenzz,2020-04-23 19:37:05+00:00,,,#NoMask,0,2,,neg,"seeing pro-lifers holding ""my body my choice  "" signs "
1253394139305181185,https://twitter.com/sherril79/status/1253394139305181185,You can ask suggest and urge mask usage. It is a free country and I can still choose not to wear one. Cloth masks have been shown to be nearly completely ineffective in protecting from virus transmission. You can choose mask I can choose #nomask,sherril79,2020-04-23 18:43:44+00:00,GovMikeDeWine,,#nomask,0,13,,neg,you can ask suggest and urge mask usage. it is a free country and i can still choose not to wear one. cloth masks have been shown to be nearly completely ineffective in protecting from virus transmission. you can choose mask i can choose  
1253389366430400517,https://twitter.com/tabbyday/status/1253389366430400517,A 2015 study in the BMJ found that healthcare workers caught viruses from their patients 13 TIMES more often if they wore a cloth mask than if they wore a medical mask https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4420971/pdf/bmjopen-2014-006577.pdf #NOmask #COVID19 #coronavirus @GovWhitmer @RealMayorFouts,tabbyday,2020-04-23 18:24:46+00:00,,@GovWhitmer @RealMayorFouts,#NOmask #COVID19 #coronavirus,3,2,,neg,a 2015 study in the bmj found that healthcare workers caught viruses from their patients 13 times more often if they wore a cloth mask than if they wore a medical mask https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4420971/pdf/bmjopen-2014-006577.pdf   #covid19 #coronavirus @govwhitmer @realmayorfouts
1253387117922791426,https://twitter.com/tabbyday/status/1253387117922791426,When the #N95 respirator was tested in use in 2010 the “dead-space oxygen &amp; carbon dioxide levels did not meet the Occupational Safety and Health Administration’s ambient workplace standards.” http://rc.rcjournal.com/content/55/5/569/tab-pdf #COVID19 #coronavirus #NoMask @GovWhitmer @RealMayorFouts,tabbyday,2020-04-23 18:15:50+00:00,,@GovWhitmer @RealMayorFouts,#N95 #COVID19 #coronavirus #NoMask,1,0,,neg,when the #n95 respirator was tested in use in 2010 the “dead-space oxygen &amp; carbon dioxide levels did not meet the occupational safety and health administration’s ambient workplace standards.” http://rc.rcjournal.com/content/55/5/569/tab-pdf #covid19 #coronavirus   @govwhitmer @realmayorfouts
1253381828741943302,https://twitter.com/TheRealNoff/status/1253381828741943302,Am I the only one that thinks right now is the perfect time for #trump to hold a rally in every state so he can tell the people to rise up against there evil oppressive governors #FreedomOverFear #nomask #nogloves #TrumpRally #America,TheRealNoff,2020-04-23 17:54:49+00:00,,,#trump #FreedomOverFear #nomask #nogloves #TrumpRally #America,0,0,,neg,am i the only one that thinks right now is the perfect time for #trump to hold a rally in every state so he can tell the people to rise up against there evil oppressive governors #freedomoverfear   #nogloves #trumprally #america
1253379477964554240,https://twitter.com/AutumnLife420/status/1253379477964554240,My Neighbor Just Back From Shopping and #NOMASK STAY the HELL Away from ME ASSHOLE!!! ,AutumnLife420,2020-04-23 17:45:28+00:00,,,#NOMASK,0,0,,neg,my neighbor just back from shopping and   stay the hell away from me asshole!!! 
