id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1286083602598461440,https://twitter.com/InspiringU2/status/1286083602598461440,Don't Even Ask Just Wear A Mask! #WearAMask ,InspiringU2,2020-07-22 23:39:59+00:00,DanRather,,#WearAMask,18,52,,pos,don't even ask just wear a mask!   
1286083007678304256,https://twitter.com/StLukesAnita/status/1286083007678304256,I was only in a @StLukesHealth ICU for 20 mins today and I sat in my car and cried over what I saw related to our neighbors battling #COVID19. Please send our #healthcareheroes a prayer/good vibe tonight. It was a devastatingly difficult day for some of them. #wearamask ,StLukesAnita,2020-07-22 23:37:37+00:00,,@StLukesHealth,#COVID19 #healthcareheroes #wearamask,69,241,,pos,i was only in a @stlukeshealth icu for 20 mins today and i sat in my car and cried over what i saw related to our neighbors battling #covid19. please send our #healthcareheroes a prayer/good vibe tonight. it was a devastatingly difficult day for some of them.   
1286082010826637314,https://twitter.com/TikTokTrump_/status/1286082010826637314,Those that have refused to wear a mask for 6 months touting their “evidence” which is actually political BS I wonder how they’re feeling today after their #DictatorTrump suddenly turns?? We know he’s a corrupt liar but what are they thinking now?? #WearAMask #FAM46,TikTokTrump_,2020-07-22 23:33:40+00:00,,,#DictatorTrump #WearAMask #FAM46,27,50,,pos,those that have refused to wear a mask for 6 months touting their “evidence” which is actually political bs i wonder how they’re feeling today after their #dictatortrump suddenly turns?? we know he’s a corrupt liar but what are they thinking now??   #fam46
1286080477678448640,https://twitter.com/TheRealZoeBell/status/1286080477678448640,How to make a face mask cool? 𝑾𝒆𝒂𝒓 𝒊𝒕! ⠀ ⠀ Thank you @Real_McKenna and #peekaboomasks for making it even cooler and comfier and cuter!⠀ #wearamask #wearadamnmask #wearamask ,TheRealZoeBell,2020-07-22 23:27:34+00:00,,@Real_McKenna,#peekaboomasks #wearamask #wearadamnmask #wearamask,12,181,,pos,how to make a face mask cool? 𝑾𝒆𝒂𝒓 𝒊𝒕! ⠀ ⠀ thank you @real_mckenna and #peekaboomasks for making it even cooler and comfier and cuter!⠀   #wearadamnmask   
1286077121086070784,https://twitter.com/morethanmySLE/status/1286077121086070784,As it needs to be done to protect others! #WearAMask ,morethanmySLE,2020-07-22 23:14:14+00:00,RepSwalwell,,#WearAMask,14,108,,pos,as it needs to be done to protect others!   
1286067268657586177,https://twitter.com/NowTransgender/status/1286067268657586177,OMGoddess CA has surpassed NY in cases of #COVID19 . Please #SocialDistance and #WearAMask. We are with you and are sending you all healing and strength. Devastating. ,NowTransgender,2020-07-22 22:35:05+00:00,,,#COVID19 #SocialDistance #WearAMask,23,81,,pos,omgoddess ca has surpassed ny in cases of #covid19 . please #socialdistance and  . we are with you and are sending you all healing and strength. devastating. 
1286060992565321728,https://twitter.com/blakebelavia/status/1286060992565321728,Recognize people with different immune systems. Recognize people with chronic illnesses. Recognize people with mental illnesses. Recognize that your health/immune system is NOT the standard for everyone else! #wearamask #covid,blakebelavia,2020-07-22 22:10:09+00:00,,,#wearamask #covid,51,86,,pos,recognize people with different immune systems. recognize people with chronic illnesses. recognize people with mental illnesses. recognize that your health/immune system is not the standard for everyone else!   #covid
1286056773485580296,https://twitter.com/ConnieSchultz/status/1286056773485580296,Hallelujah. Ohio Gov. Mike DeWine announced today a statewide mandate for face masks starting at 6 p.m. on Thursday July 23. Let’s look out for one another. ( Hi Walter.) #WearAMask ,ConnieSchultz,2020-07-22 21:53:23+00:00,,,#WearAMask,188,3822,,pos,hallelujah. ohio gov. mike dewine announced today a statewide mandate for face masks starting at 6 p.m. on thursday july 23. let’s look out for one another. ( hi walter.)   
1286050236872433664,https://twitter.com/DrDenaGrayson/status/1286050236872433664,This deadly #coronavirus does NOT care that we are tired of it. It infects. It spreads like wildfire. And it can KILL. Don’t be complacent. PLEASE #WearAMask and #StayHome as much as possible. #COVID19,DrDenaGrayson,2020-07-22 21:27:24+00:00,SethMacFarlane,,#coronavirus #WearAMask #StayHome #StayHome #COVID19,131,346,,pos,this deadly #coronavirus does not care that we are tired of it. it infects. it spreads like wildfire. and it can kill. don’t be complacent. please   and #stayhome as much as possible. #covid19
1286048095885762565,https://twitter.com/CarlosGSmith/status/1286048095885762565,"DeSantis lecturing young people on ""sacrifices every generation has made"" to ensure future generations can thrive falls flat. Our ""sacrifice"" right now is to #WearAMask and he refuses to even require that in our state. ",CarlosGSmith,2020-07-22 21:18:54+00:00,GovRonDeSantis,,#WearAMask,38,163,,pos,"desantis lecturing young people on ""sacrifices every generation has made"" to ensure future generations can thrive falls flat. our ""sacrifice"" right now is to   and he refuses to even require that in our state. "
