id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1283180612896129026,https://twitter.com/NorthstarAlex/status/1283180612896129026,Another reason to #WearAMask (besides saving our country): so we can get a whole season's worth of *this* from @Parkerfox24. I know he's ready for junior year at @nsuwolves_mbb,NorthstarAlex,2020-07-14 23:24:33+00:00,,@Parkerfox24 @nsuwolves_mbb,#WearAMask,6,57,,pos,another reason to   (besides saving our country): so we can get a whole season's worth of *this* from @parkerfox24. i know he's ready for junior year at @nsuwolves_mbb
1283177952738500608,https://twitter.com/jimcallisMLB/status/1283177952738500608,4th-rder Jeremy Wu-Yelland signs with @RedSox for $200k (slot 118 value = $487900). Hawaii LHP usually works with a low-90s fastball &amp; a reliable changeup. @MLBDraft #WearAMask,jimcallisMLB,2020-07-14 23:13:58+00:00,,@RedSox @MLBDraft,#WearAMask,20,61,,pos,4th-rder jeremy wu-yelland signs with @redsox for $200k (slot 118 value = $487900). hawaii lhp usually works with a low-90s fastball &amp; a reliable changeup. @mlbdraft  
1283173427612794880,https://twitter.com/DirkBlocker/status/1283173427612794880,Thanks for making me laugh partner. Missing you - missing 99! #StaySafe #staystrong #WearAMask,DirkBlocker,2020-07-14 22:56:00+00:00,JoelMcKMiller,,#StaySafe #staystrong #WearAMask,6,262,,pos,thanks for making me laugh partner. missing you - missing 99! #staysafe #staystrong  
1283171842560192513,https://twitter.com/catherinekelley/status/1283171842560192513,man oh man what a beautiful day to give a sh about other people #wearamask ,catherinekelley,2020-07-14 22:49:42+00:00,,,#wearamask,325,7044,,pos,man oh man what a beautiful day to give a sh about other people   
1283168258674380801,https://twitter.com/darakass/status/1283168258674380801,Pay attention #NY We did 60000 tests yesterday 912 were positive That’s a 1.5% positive test rate. #WearAMask and watch this space.,darakass,2020-07-14 22:35:27+00:00,,,#NY #WearAMask,73,485,,pos,pay attention #ny we did 60000 tests yesterday 912 were positive that’s a 1.5% positive test rate.   and watch this space.
1283167660281225216,https://twitter.com/mindbodymiko/status/1283167660281225216,Don’t wait until the government mandates masks Wear one now and don’t forget to cover your and #WearAMask #covidnsw #InThisTogether,mindbodymiko,2020-07-14 22:33:04+00:00,,,#WearAMask #covidnsw #InThisTogether,13,82,,pos,don’t wait until the government mandates masks wear one now and don’t forget to cover your and   #covidnsw #inthistogether
1283162801746452480,https://twitter.com/IanMaher7/status/1283162801746452480,Hooray. Just ordered two different design washable Welsh dragon face masks. Few weeks delivery time but have a good supply to keep me going #WearAMask,IanMaher7,2020-07-14 22:13:46+00:00,,,#WearAMask,8,94,,pos,hooray. just ordered two different design washable welsh dragon face masks. few weeks delivery time but have a good supply to keep me going  
1283160318017826823,https://twitter.com/TheRichardLewis/status/1283160318017826823,Comedian Richard Lewis on Letterman.. David goes off! Dec/1989 https://youtu.be/7Er3AP0xinY via @YouTube Do I miss Dave. #WearAMask,TheRichardLewis,2020-07-14 22:03:54+00:00,,@YouTube,#WearAMask,14,102,,pos,comedian richard lewis on letterman.. david goes off! dec/1989 https://youtu.be/7er3ap0xiny via @youtube do i miss dave.  
1283160041554509824,https://twitter.com/CarlosdelRio7/status/1283160041554509824,CDC study recommends mask mandates after tracking infected stylists at Missouri hair salon https://www.cnbc.com/2020/07/14/cdc-study-says-mask-mandates-should-be-considered-after-examining-missouri-hair-salon.html. There needs to be now a national or at least state mandates for universal masking. Can we stop the nonsense and do the right thing now? #WearAMask,CarlosdelRio7,2020-07-14 22:02:48+00:00,,,#WearAMask,48,103,,pos,cdc study recommends mask mandates after tracking infected stylists at missouri hair salon https://www.cnbc.com/2020/07/14/cdc-study-says-mask-mandates-should-be-considered-after-examining-missouri-hair-salon.html. there needs to be now a national or at least state mandates for universal masking. can we stop the nonsense and do the right thing now?  
1283152647722336258,https://twitter.com/DallasStars/status/1283152647722336258,Bones knows best: #WearAMask #GoStars,DallasStars,2020-07-14 21:33:25+00:00,,,#WearAMask #GoStars #GoStars,30,447,,pos,bones knows best:   #gostars
1283148623065292807,https://twitter.com/HuffmanForNC/status/1283148623065292807,Even when #skateboarding my son Jeffrey understands the importance of wearing a mask. #WearAMask #nc13 http://Secure.actblue.com/donate/scott2020,HuffmanForNC,2020-07-14 21:17:26+00:00,,,#skateboarding #WearAMask #nc13,16,74,,pos,even when #skateboarding my son jeffrey understands the importance of wearing a mask.   #nc13 http://secure.actblue.com/donate/scott2020
1283147377910648833,https://twitter.com/wweisawesome123/status/1283147377910648833,"I #WearAMask because: I'm educated enough to know that I could be asymptomatic and still give you the virus. No I don't ""live in fear"" of the virus; I just want to be part of the solution not the problem. I respect the #NHS &amp; don't want to add to their work #nomask #mask",wweisawesome123,2020-07-14 21:12:29+00:00,,,#WearAMask #NHS #nomask #mask,73,242,,pos,"i   because: i'm educated enough to know that i could be asymptomatic and still give you the virus. no i don't ""live in fear"" of the virus; i just want to be part of the solution not the problem. i respect the #nhs &amp; don't want to add to their work #nomask #mask"
1283146708910833664,https://twitter.com/cononeilluk/status/1283146708910833664,If you don't know the difference between a muzzle a gag and a mask you really shouldn't be telling other people to educate themselves #WearAMask,cononeilluk,2020-07-14 21:09:49+00:00,,,#WearAMask,19,210,,pos,if you don't know the difference between a muzzle a gag and a mask you really shouldn't be telling other people to educate themselves  
1283144236083412997,https://twitter.com/NDBaseball/status/1283144236083412997,"""I wear a mask to stop the spread of COVID-19. I want to keep my family myself and everyone around me safe."" - Head Coach Link Jarrett @stjoemed • #WearAMask • #GoIrish ",NDBaseball,2020-07-14 21:00:00+00:00,,@stjoemed,#WearAMask #GoIrish,17,162,,pos,"""i wear a mask to stop the spread of covid-19. i want to keep my family myself and everyone around me safe."" - head coach link jarrett @stjoemed •   • #goirish "
1283141831157583873,https://twitter.com/XantheBearman/status/1283141831157583873,“‘You can’t make me’ is the response a young child having a tantrum makes.....”. #WearAMask If you’re a #NoMask cretin sit quietly in your house grumble away to yourself &amp; stay out of shops. It’s that easy.,XantheBearman,2020-07-14 20:50:26+00:00,,,#WearAMask #NoMask,93,414,,pos,“‘you can’t make me’ is the response a young child having a tantrum makes.....”.   if you’re a #nomask cretin sit quietly in your house grumble away to yourself &amp; stay out of shops. it’s that easy.
1283140230455922689,https://twitter.com/DrDenaGrayson/status/1283140230455922689," Dr. Fauci on surging #coronavirus cases: “Increase in testing is going to give you increases but there is no doubt that there are *more infections*. We know that because the % of...the cases that are tested that are positive is INCREASING."" #WearAMask ",DrDenaGrayson,2020-07-14 20:44:05+00:00,,,#coronavirus #WearAMask,186,396,,pos," dr. fauci on surging #coronavirus cases: “increase in testing is going to give you increases but there is no doubt that there are *more infections*. we know that because the % of...the cases that are tested that are positive is increasing.""   "
1283139896295727108,https://twitter.com/DrLizaMorton/status/1283139896295727108,Fuss about wearing a #facemask speaks of health privilege. A bit of cloth temporarily worn over your mouth &amp; face? Since birth I’ve ‘worn’ a pacemaker heart monitors enduring dozens of surgeries &amp; invasive painful medical procedures. People are dying from #COVID19 #WearAMask,DrLizaMorton,2020-07-14 20:42:45+00:00,,,#facemask #COVID19 #WearAMask,22,91,,pos,fuss about wearing a #facemask speaks of health privilege. a bit of cloth temporarily worn over your mouth &amp; face? since birth i’ve ‘worn’ a pacemaker heart monitors enduring dozens of surgeries &amp; invasive painful medical procedures. people are dying from #covid19  
1283136655835062272,https://twitter.com/JamesGunn/status/1283136655835062272,Masks don’t only help you stop from spreading coronavirus it decreases your chance of getting it & decreases your chance of having severe symptoms. #wearamask ,JamesGunn,2020-07-14 20:29:52+00:00,,,#wearamask,137,887,,pos,masks don’t only help you stop from spreading coronavirus it decreases your chance of getting it & decreases your chance of having severe symptoms.   
1283135199409131520,https://twitter.com/Musc96/status/1283135199409131520,Three reasons why I wear a mask. #WearAMask #FAM46,Musc96,2020-07-14 20:24:05+00:00,,,#WearAMask #FAM46,21,27,,pos,three reasons why i wear a mask.   #fam46
1283134322552315910,https://twitter.com/EylonALevy/status/1283134322552315910,"There's an old adage ""your liberty to swing your fist ends where my nose begins"". Same with your liberty to spray potentially viral aerosols. #WearAMask ",EylonALevy,2020-07-14 20:20:36+00:00,J_Bloodworth,,#WearAMask,12,51,,pos,"there's an old adage ""your liberty to swing your fist ends where my nose begins"". same with your liberty to spray potentially viral aerosols.   "
1283188068325810176,https://twitter.com/StLukesAnita/status/1283188068325810176,Mask up Ada County. @CDHidaho just passed a mandate to wear a face covering over your nose and mouth when you’re in public others are present and you can’t physical distance. THANK YOU for working to save lives! Effective immediately. #wearamask @StLukesHealth,StLukesAnita,2020-07-14 23:54:10+00:00,,@CDHidaho @StLukesHealth,#wearamask,4,43,,pos,mask up ada county. @cdhidaho just passed a mandate to wear a face covering over your nose and mouth when you’re in public others are present and you can’t physical distance. thank you for working to save lives! effective immediately.   @stlukeshealth
1283180018999402499,https://twitter.com/lauralynndonah1/status/1283180018999402499,I see patients with end-stage lung disease who are able to wear masks - if they can everyone can! #wearamask ,lauralynndonah1,2020-07-14 23:22:11+00:00,CBCToronto,,#wearamask,6,32,,pos,i see patients with end-stage lung disease who are able to wear masks - if they can everyone can!   
1283176532853190656,https://twitter.com/cosmicprank/status/1283176532853190656,Pretty damn funny video making fun of anti-maskers https://www.youtube.com/watch?v=ciYFgVpya5k #Masks4All #WearAMask,cosmicprank,2020-07-14 23:08:20+00:00,,,#Masks4All #WearAMask,16,23,,pos,pretty damn funny video making fun of anti-maskers https://www.youtube.com/watch?v=ciyfgvpya5k #masks4all  
1283174760151646208,https://twitter.com/yummertime/status/1283174760151646208,Wearing a mask is sexy #wearamask pic.twitter.com/XcYIjVnbkP,yummertime,2020-07-14 23:01:17+00:00,,,#wearamask,6,74,,pos,wearing a mask is sexy   pic.twitter.com/xcyijvnbkp
1283171937770971139,https://twitter.com/NorthTexas40/status/1283171937770971139,Make your voice heard! Go vote today in the 2020 Primary Runoff Election Check out http://vote411.org if you need any help finding out what’s on the ballot where to vote etc.; you have until 7 PM! #wearamask #votevotevote,NorthTexas40,2020-07-14 22:50:04+00:00,,,#wearamask #votevotevote,11,38,,pos,make your voice heard! go vote today in the 2020 primary runoff election check out http://vote411.org if you need any help finding out what’s on the ballot where to vote etc.; you have until 7 pm!   #votevotevote
1283168893905915904,https://twitter.com/morethanmySLE/status/1283168893905915904,I am an American and I proudly #WearAMask to protect myself and others. I will continue to for however long that is. ,morethanmySLE,2020-07-14 22:37:59+00:00,BlackCatUnloads,,#WearAMask,9,50,,pos,i am an american and i proudly   to protect myself and others. i will continue to for however long that is. 
1283163443705425921,https://twitter.com/DaltonSignature/status/1283163443705425921,There's more to life than football this is for certain. But if you love #Football as much as I do – let's do our part and Wear a mask. Practice social distancing. Sanitize properly. #IWantASeason #WearAMask #WhoDey #SMSports #SportsDesign #DaltonSignature ,DaltonSignature,2020-07-14 22:16:19+00:00,,,#Football #IWantASeason #WearAMask #WhoDey #SMSports #SportsDesign #DaltonSignature,6,25,,pos,there's more to life than football this is for certain. but if you love #football as much as i do – let's do our part and wear a mask. practice social distancing. sanitize properly. #iwantaseason   #whodey #smsports #sportsdesign #daltonsignature 
1283162335771795457,https://twitter.com/FishGirls23/status/1283162335771795457,We should have been wearing masks from the onset of this virus taking the UK around the neck. The reasons why we they were not the sheer abhorrent dispicable diabolical contemptuous scandalous government but mostly Doris Johnson. Say no to #NoMask and yes to #WearAMask ,FishGirls23,2020-07-14 22:11:55+00:00,,,#NoMask #WearAMask,18,97,,pos,we should have been wearing masks from the onset of this virus taking the uk around the neck. the reasons why we they were not the sheer abhorrent dispicable diabolical contemptuous scandalous government but mostly doris johnson. say no to #nomask and yes to   
1283152857890459649,https://twitter.com/alexjahangir/status/1283152857890459649,Wearing masks is about our health...our safety... and our economic future. #WearAMask ,alexjahangir,2020-07-14 21:34:15+00:00,CandyDodson4712,,#WearAMask,7,45,,pos,wearing masks is about our health...our safety... and our economic future.   
