id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1242954312432513024,https://twitter.com/PNPBenguetPPO/status/1242954312432513024,Please bear with us! Your safety is our main concern! #NoMASK #NoGLOVES #NoMARKETPOLICY,PNPBenguetPPO,2020-03-25 23:19:35+00:00,,,#NoMASK #NoGLOVES #NoMARKETPOLICY,6,30,,neg,please bear with us! your safety is our main concern!   #nogloves #nomarketpolicy
1242949643006337027,https://twitter.com/EastCoastMods/status/1242949643006337027,At Walmart today and a woman couldn't reach the Ginger Ale on the top shelf. She asked me to get it for her. I did so with no gloves and no mask on. She wasn't afraid when I handed it to her either. #COVID19 #NoGloves #NoMask #DontBeAfraid,EastCoastMods,2020-03-25 23:01:02+00:00,,,#COVID19 #NoGloves #NoMask #DontBeAfraid,0,0,,neg,at walmart today and a woman couldn't reach the ginger ale on the top shelf. she asked me to get it for her. i did so with no gloves and no mask on. she wasn't afraid when i handed it to her either. #covid19 #nogloves   #dontbeafraid
1242910056187858944,https://twitter.com/StadlerKaren/status/1242910056187858944,So no masks available in town decided to make a reversable mask for hubby. #nomask #SouthAfricaLockdown #CoronavirusLockdown,StadlerKaren,2020-03-25 20:23:44+00:00,,,#nomask #SouthAfricaLockdown #CoronavirusLockdown,0,0,,neg,so no masks available in town decided to make a reversable mask for hubby.   #southafricalockdown #coronaviruslockdown
1242865964087152646,https://twitter.com/ali_raza_332/status/1242865964087152646,Tripple layer mask ? Are you guys joking i cant even find a doubble layer mask. #lockdownpakistan #nomask,ali_raza_332,2020-03-25 17:28:31+00:00,MoIB_Official,,#lockdownpakistan #nomask,0,0,,neg,tripple layer mask ? are you guys joking i cant even find a doubble layer mask. #lockdownpakistan  
1242798615564709895,https://twitter.com/AdvJessy/status/1242798615564709895,@MumbaiPolice people moving around on Match Factory Lane gives a feeling that the area is declared as Corona Virus free. #COVIDー19 #Lockdown21 #Citizenssbovelaw #overconfidebce #nomask,AdvJessy,2020-03-25 13:00:54+00:00,,@MumbaiPolice,#COVID #Lockdown21 #Citizenssbovelaw #overconfidebce #nomask,0,0,,neg,@mumbaipolice people moving around on match factory lane gives a feeling that the area is declared as corona virus free. #covidー19 #lockdown21 #citizenssbovelaw #overconfidebce  
1242768248229134337,https://twitter.com/AshishSaxen2007/status/1242768248229134337,#Nomask #Nosanitizer available in medical shops and Apollo hospital in Ashiyana LDA area in Lucknow @ANINewsUP @timesofindia @CMOfficeUP @ANI @Apollomedics @PMOIndia @MoHFW_INDIA,AshishSaxen2007,2020-03-25 11:00:14+00:00,,@ANINewsUP @timesofindia @CMOfficeUP @ANI @Apollomedics @PMOIndia @MoHFW_INDIA,#Nomask #Nosanitizer,0,0,,neg,  #nosanitizer available in medical shops and apollo hospital in ashiyana lda area in lucknow @aninewsup @timesofindia @cmofficeup @ani @apollomedics @pmoindia @mohfw_india
1242752989540089857,https://twitter.com/figaro4u/status/1242752989540089857,Par contre le directeur d'@essity Stembert n'a pas manqué de procurer un #Ausweis à tous ses ouvriers pour qu'ils puissent passer sans encombre les éventuels contrôles policiers et venir faire du #PQ. #COVID19 #ausweisdokument #nomask #nogloves #noprotection @RTBFinfo @rtlinfo,figaro4u,2020-03-25 09:59:36+00:00,figaro4u,@essity @RTBFinfo @rtlinfo,#Ausweis #PQ #COVID19 #ausweisdokument #nomask #nogloves #noprotection,0,0,,neg,par contre le directeur d'@essity stembert n'a pas manqué de procurer un #ausweis à tous ses ouvriers pour qu'ils puissent passer sans encombre les éventuels contrôles policiers et venir faire du #pq. #covid19 #ausweisdokument   #nogloves #noprotection @rtbfinfo @rtlinfo
1242725902527524865,https://twitter.com/simon64165999/status/1242725902527524865,仕事中に自撮りするやつにロクな奴はいない No one likes anybody who takes his picture during work lol #仕事中 #work #coronavirus #corona #nomask #コロナ #流行ってるのに #マスク #しない,simon64165999,2020-03-25 08:11:58+00:00,,,#work #coronavirus #corona #nomask,0,18,,neg,仕事中に自撮りするやつにロクな奴はいない no one likes anybody who takes his picture during work lol #仕事中 #work #coronavirus #corona   #コロナ #流行ってるのに #マスク #しない
1242668400268066818,https://twitter.com/PNPBenguetPPO/status/1242668400268066818,When in Benguet... #NoGloves #NoMask #NoMarketPolicy,PNPBenguetPPO,2020-03-25 04:23:28+00:00,,,#NoGloves #NoMask #NoMarketPolicy,4,32,,neg,when in benguet... #nogloves   #nomarketpolicy
1242648942468149248,https://twitter.com/thebencohn/status/1242648942468149248,I’m going to wake up tomorrow put my joggers/hoodie on look outside and play #maskoff by #future. #coronavirus #Quarantine #COVIDー19 #CoronavirusLockdown #nomask #becauseitsoff,thebencohn,2020-03-25 03:06:09+00:00,,,#maskoff #future #coronavirus #Quarantine #COVID #CoronavirusLockdown #nomask #becauseitsoff,0,0,,neg,i’m going to wake up tomorrow put my joggers/hoodie on look outside and play #maskoff by #future. #coronavirus #quarantine #covidー19 #coronaviruslockdown   #becauseitsoff
1242640852490563586,https://twitter.com/DollarBillM/status/1242640852490563586,#CapturedMonent We was partying down CIAA without a worry about the Rona! #NoMask #NoGloves #NoHandSanitizer #NoSocialDistancing Just one big crazy party filled with gogo . #LetItFlowBand… https://www.instagram.com/p/B-I9fnnBAITBTO3rIebULYJB218EEeKwi-2_040/?igshid=tlssc0eukjti,DollarBillM,2020-03-25 02:34:01+00:00,,,#CapturedMonent #NoMask #NoGloves #NoHandSanitizer #NoSocialDistancing #LetItFlowBand,0,0,,neg,#capturedmonent we was partying down ciaa without a worry about the rona!   #nogloves #nohandsanitizer #nosocialdistancing just one big crazy party filled with gogo . #letitflowband… https://www.instagram.com/p/b-i9fnnbaitbto3riebulyjb218eeekwi-2_040/?igshid=tlssc0eukjti
