id,url,raw_text,username,datetime_tweet,to,mentions,hashtags,retweets,favorites,geo,label,clean_text
1250566391922479104,https://twitter.com/aquino_amy/status/1250566391922479104,Since I got ahead of you all took the opportunity to move my sewing machine from the dining room to the TV so I can sew some more masks while we're watching. Expect @mmj48_mike to notify me when we start 8. Do you read Mike? @BoschAmazon #BoschStakeout #WearAMask ,aquino_amy,2020-04-15 23:27:16+00:00,,@mmj48_mike @BoschAmazon,#BoschStakeout #WearAMask,6,105,,pos,since i got ahead of you all took the opportunity to move my sewing machine from the dining room to the tv so i can sew some more masks while we're watching. expect @mmj48_mike to notify me when we start 8. do you read mike? @boschamazon #boschstakeout   
1250550047793700865,https://twitter.com/MethuenPolice/status/1250550047793700865,City of #Methuen Coronavirus numbers as of Wed April 15 2020. Confirmed Residents = 312 Recovered Residents = 77 Coronavirus Related Deaths = 12 The Methuen PD continues to encourage ALL of our Followers to #StayHome #WearAMask #PracticeSocialDistancing #CrushCoronavirus,MethuenPolice,2020-04-15 22:22:20+00:00,,,#Methuen #StayHome #StayHome #WearAMask #PracticeSocialDistancing #CrushCoronavirus,5,8,,pos,city of #methuen coronavirus numbers as of wed april 15 2020. confirmed residents = 312 recovered residents = 77 coronavirus related deaths = 12 the methuen pd continues to encourage all of our followers to #stayhome   #practicesocialdistancing #crushcoronavirus
1250534796658274304,https://twitter.com/HumanthemFilms/status/1250534796658274304,Check out my cool new mask made by a friend! Stay safe everybody. -Asher @Nationals #WearAMask #StayHome,HumanthemFilms,2020-04-15 21:21:43+00:00,,@Nationals,#WearAMask #StayHome #StayHome,5,38,,pos,check out my cool new mask made by a friend! stay safe everybody. -asher @nationals   #stayhome
1250520068078723072,https://twitter.com/marysela99/status/1250520068078723072,Dont forget to wear a mask and wash your hands. I'm trying to see @BTS_twt this year. (vigorously ) #wearamask #BTSARMY #BT21 @BT21_ #shooky,marysela99,2020-04-15 20:23:12+00:00,,@BTS_twt @BT21_,#wearamask #BTSARMY #BTSARMY #BT21 #shooky,3,22,,pos,dont forget to wear a mask and wash your hands. i'm trying to see @bts_twt this year. (vigorously )   #btsarmy #bt21 @bt21_ #shooky
1250515996571557892,https://twitter.com/LarryBrindisi/status/1250515996571557892,I'm seriously fed up with joggers who run past pedestrians on the foot path panting and ignoring all social distancing. Enough!!! #COVID19ireland #CoronavirusIreland #WearAMask,LarryBrindisi,2020-04-15 20:07:01+00:00,,,#COVID19ireland #CoronavirusIreland #WearAMask,2,20,,pos,i'm seriously fed up with joggers who run past pedestrians on the foot path panting and ignoring all social distancing. enough!!! #covid19ireland #coronavirusireland  
1250491997158141952,https://twitter.com/Kris_Sacrebleu/status/1250491997158141952,And I DEFINITELY care about the First Responders the grocery workers providing us w food the mass transit people risking their lives too We have to think of all those ppl on the front lines of the fight against this pandemic #SlowTheSpread #COVID19 #MAGA #WearAMask ,Kris_Sacrebleu,2020-04-15 18:31:39+00:00,Kris_Sacrebleu,,#SlowTheSpread #COVID19 #MAGA #WearAMask,25,54,,pos,and i definitely care about the first responders the grocery workers providing us w food the mass transit people risking their lives too we have to think of all those ppl on the front lines of the fight against this pandemic #slowthespread #covid19 #maga   
1250490247521026049,https://twitter.com/Kris_Sacrebleu/status/1250490247521026049,When I go out wearing my mask and I see others wearing theirs... It says: I care about you and you care about me I care about the elderly I care about the vulnerable I care about your family and I sure do love my family too #SlowTheSpread #WearAMask #COVID19 #WHO,Kris_Sacrebleu,2020-04-15 18:24:42+00:00,,,#SlowTheSpread #WearAMask #COVID19 #WHO,65,155,,pos,when i go out wearing my mask and i see others wearing theirs... it says: i care about you and you care about me i care about the elderly i care about the vulnerable i care about your family and i sure do love my family too #slowthespread   #covid19 #who
1250487255086620672,https://twitter.com/GlobalEcho_/status/1250487255086620672,Hey @KellyannePolls when was COVID-1? Asking for everyone else who knows that the “19” in #COVID19 is for 2019! Propaganda or ignorance? There was no COVID 1-18. There’s #COVID19 and the Trump admin isn’t taking it seriously. #StaySafe #StayHome #StayHealthy #WearAMask ,GlobalEcho_,2020-04-15 18:12:49+00:00,revrrlewis,@KellyannePolls,#COVID19 #COVID19 #StaySafe #StayHome #StayHome #StayHealthy #WearAMask,9,13,,pos,hey @kellyannepolls when was covid-1? asking for everyone else who knows that the “19” in #covid19 is for 2019! propaganda or ignorance? there was no covid 1-18. there’s #covid19 and the trump admin isn’t taking it seriously. #staysafe #stayhome #stayhealthy   
1250469726603472896,https://twitter.com/Rahul_Gupta_IPS/status/1250469726603472896,Ask the Professor! Wearing a Mask could save your life! #MoneyHeist #WearAMask #SocialDistancing #HelpUsHelpYou #DelhiPoliceFightsCOVID @DCPSouthDelhi @ADcpsouthdelhi,Rahul_Gupta_IPS,2020-04-15 17:03:10+00:00,,@DCPSouthDelhi @ADcpsouthdelhi,#MoneyHeist #WearAMask #SocialDistancing #HelpUsHelpYou #DelhiPoliceFightsCOVID,14,51,,pos,ask the professor! wearing a mask could save your life! #moneyheist   #socialdistancing #helpushelpyou #delhipolicefightscovid @dcpsouthdelhi @adcpsouthdelhi
1250407579575934978,https://twitter.com/NiaVardalos/status/1250407579575934978,#WearAMask video explains it for everyone who claims their friend the nurse/epidemiologist/doctor said no need for masks. Other countries are doing better because they are wearing masks: ,NiaVardalos,2020-04-15 12:56:13+00:00,MonicaM_RSA,,#WearAMask,6,32,,pos,  video explains it for everyone who claims their friend the nurse/epidemiologist/doctor said no need for masks. other countries are doing better because they are wearing masks: 
